country,year,gross_output15,gross_output16,gross_output17,gross_output18,gross_output19,gross_output20,gross_output21,gross_output22,gross_output23,gross_output24,gross_output25,gross_output26,gross_output27,gross_output28,gross_output29,gross_output30,gross_output31,gross_output32,gross_output33,gross_output34,gross_output35,gross_output36
IRN,2016,21004753771,287224768,3103895836,203771808,259202799,740493798,1819857383,375915507,36947080563,30764546052,3638965112,6939015103,19393290408,4280060521,4526370417,309763764,3166679746,924242630,868450287,17013067919,799078950,578767597
IRN,2017,22267430187,304490952,3290482935,216021313,274784475,785007724,1929256000,398513232,39168111468,32613921061,3857717279,7356145950,20559095573,4537351396,4798467926,328384854,3357041027,979802404,920656169,18035788769,847114654,613559539
ITA,2010,149052173888,739823422,30235152065,40278394003,31501565614,20766974154,26839327975,16451602481,49396921293,96114138892,52561902354,47140236675,73161730013,106551265156,153212324059,4026987119,51134302219,15831965345,9734248759,59837756980,28674848229,49274811695
ITA,2011,167836600370,152636741,34513000687,46948861741,35534054269,24080876923,30858476300,16906255756,60646967379,103297813776,56572483988,50822753109,90816496418,112649385127,172681913188,7061523972,56769747292,9617580397,14371490753,68998758003,30645231883,49868007843
ITA,2012,157477506997,175383595,27510684126,37793172270,33973537495,18809087568,26953824647,14670034215,68492112235,96392749318,49462540426,40220019684,73566160812,101455615584,163166100819,4959595378,48400988854,6707271760,15157186931,57083054010,28241127891,45679524202
ITA,2013,166459803602,178979476,27721637504,37422112437,36915711544,17557647449,27871936736,14206031384,61439881884,100599872297,51853992027,39146580747,72406093243,100864761790,167145581771,5314720009,49749258208,7875415839,13422704156,60789817871,28247023537,46025872100
ITA,2014,167924897834,182558507,28263134701,36999673333,38705984484,17237714263,28769415602,13160662901,45174604733,97171005079,52911315095,37628145850,72064834802,99753094937,169628951986,6603624177,50110581146,9162334457,9501545021,66336264820,31183938011,48051094633
ITA,2015,144359563437,131091684,23647520848,30788691058,31576459858,14099343327,24800062129,11289744793,35625662494,81965024421,45338868928,31721526653,57555238975,85593108786,143509684738,2625325384,41811261242,9151327586,9692661616,63398469689,27564079537,42165387116
ITA,2016,146109056805,588694035,22679431659,31017604407,31250006481,14345240626,24698711886,12088690824,29807917161,81048192099,45529210705,31739035788,55900602922,84328040397,144732785690,3330969333,41818183547,7562352026,8388344484,69151857195,29744313429,43979180123
ITA,2017,150603506220,629256155,23109948782,32177818947,32375137181,14982020449,25615706139,12290666066,29892258798,82442921896,47972442507,32908946932,58664158700,88296444545,152533761046,2844977683,43292233846,7747326365,9723405964,71372790307,30588114205,45757762064
JPN,2010,345808261860,23900136563,23848416280,12258162819,4585641071,27009459742,77320239975,70048914971,168513454821,296201845810,150207892185,76035560543,264941593959,152130998136,289127889508,47141832346,154898488976,185336539158,113953759810,490468914429,58668060304,52952672808
JPN,2011,391483521640,27276650620,25277169553,24292404651,4611123182,27591557735,85907229715,69530224284,207325120021,330183986321,175874252666,90881729452,346949428760,151966581386,320823907471,38773262200,418729406368,52808001211,78910668768,466659191765,167207371212,67663182643
JPN,2012,380085211947,28287268195,27983359664,13023274526,4936843636,30995699924,81016444887,70098597633,210764182257,322438429509,169266988138,78940118840,286026943950,177440772834,341677084057,53683159776,166132402679,72600184923,164062917591,562571550695,57425565502,59883892127
JPN,2013,316508435242,22293420062,21807578776,10027474788,4036890658,27221672095,65304329420,56868790208,179129301019,278210799091,139019975663,65618718407,234827004292,143422558819,272331295722,45433608418,139525295275,67324065760,114745816055,474324831131,47501129610,50457377930
JPN,2014,301511680882,20121444208,20785563755,8950945871,3702117238,25742287390,62428851498,52220278788,171580665215,259724893858,131573616637,63257688928,233037208317,136854405315,268733709497,58439013262,140888969321,81082413302,84084269569,451399602214,48635279165,48429537768
JPN,2015,301361357371,15404412050,16315965459,16481903879,2773156273,22220567911,60136383765,44257508421,120243588064,236461046000,126123630422,61746847383,227367792608,118185923525,236777567197,11849100002,300617326673,41303449995,43746698023,399579167659,134556560773,49388203595
JPN,2016,335559063609,16106464667,17326455599,19084925510,3078689432,24668724322,66761924302,49133590050,133491454286,262513198582,140019331721,68549821135,252418093809,131207086060,262864592579,23630210110,304527100888,53648037374,59507705651,447247085217,145737175492,54829560798
JPN,2017,338611694932,19153878872,16651888520,20391090309,3132092746,25096630956,67919984601,49985867161,135807012965,267066783826,142448123744,69738894506,256796568164,133483019818,267424273141,22888663893,285522386106,62329469314,78227598155,466830152514,136440097992,55780640897
KAZ,2010,5865237013,459838485,258796783,84757898,25852533,67515863,166215602,195211564,4481947677,1066460588,556516576,1533575379,14373913339,1321662611,2144116589,15444041,339964032,60717734,37332164,107242374,186420549,204254352
KAZ,2011,6956297268,549119101,230002103,119289324,30252181,92154026,195045270,284892666,6782442029,1460285661,806348577,1968257812,17962697702,1702898892,2474351650,34943706,437110462,47592263,71116823,240982126,540002388,285822957
KAZ,2012,7249223908,655984575,295966468,169077039,33433146,117697711,207798810,338919272,7572552938,1685361053,941462319,2492689748,17990894794,1923116312,2744361472,32858204,483144606,44436872,100419068,550728477,782570207,309686311
KAZ,2013,8657834825,718825339,363892744,176484895,29187697,84459806,226549587,352613513,7802662852,2361760779,958751717,3063256108,16413669707,1215741226,2892950830,42736445,512436908,63327377,107933938,1069928951,1211862285,257584399
KAZ,2014,8922634220,575671859,234757568,166432963,40991862,108622797,216430265,258143700,5588418350,2119925030,891312094,2964225451,14903961466,1044674137,2636854760,50860171,474804445,70566993,73179544,1032268426,701757521,258149839
KAZ,2015,7631183968,426015470,202148275,164810692,29222246,92850561,175834092,251489285,4093828640,1808753507,688065877,2303860734,13488685273,837525351,1899047787,18781588,355333479,65468634,69341340,317364042,338564310,195486068
KAZ,2016,6043406593,308685995,184755670,107817980,25000000,72328735,163803484,150476385,3158437573,1378548048,554790157,1522331658,13058899345,708238836,1540396306,19142907,350075988,43460444,48207380,146069090,244008651,140587769
KAZ,2017,6987424437,356904675,213615659,124659822,28905156,83626935,189390611,173981736,3651805243,1593885860,641451843,1760129368,15098780960,818870164,1781015827,17941717,404760043,48858147,61320199,168885994,282124326,162512938
KGZ,2010,343050041,30252587,29510114,112093535,2524052,5321917,9870249,22866242,27197413,13589563,26583784,137307150,1387295351,20945597,19534631,126805,27431610,3785471,1665161,6194286,663848,12844647
KGZ,2011,389033372,23484226,39653999,124926029,4024131,5792802,13187065,21150730,26049915,17956527,39436657,172231960,1946804521,23112151,36175288,86001,30346741,909479,1962400,12968821,1089672,15198575
KGZ,2012,435718017,13407486,37553238,164191510,2327606,6059727,14521048,22540009,29120382,21880300,36674522,233603872,1117326298,27029165,26766826,35507,32631403,958260,2068743,16883380,1208589,15682538
KGZ,2013,450822842,10233290,29256610,142112457,5061249,6334674,13825345,19286774,23830075,22781462,44192964,312000396,1691885342,38934551,21117882,229974,36223609,1074067,22744250,21014841,1161797,16665475
KGZ,2014,457202087,5674219,17763456,90572680,6188678,5529455,12812690,19710174,59607266,25920367,42041100,280483143,1464014109,44506818,14377449,353055,64999365,489854,507990,13912137,6275,17803337
KGZ,2015,358287883,516787,13408201,58772993,11670208,5150263,8832553,18068322,101272150,15625594,37135436,216098890,1240251743,35110499,8874652,127560,27652679,444648,470951,9420533,5471,13993281
KGZ,2016,370451563,487497,13455969,72898441,8172207,4857078,8457876,15918543,114289662,13421949,33493954,172438299,1410549415,38757739,8502408,246664,22174030,560005,621171,12953689,4679,13305343
KGZ,2017,417443503,623585,15162864,82145639,9208855,5473201,9530761,17937818,128787355,15124529,37742676,194312171,1589478218,43674175,9580942,225316,24986815,613572,770074,14596871,5272,14993131
LAO,2010,511019336,2309570,47048301,150008131,2390045,66248692,12932362,2164483,12575288,52964181,102088543,405960152,21961409,62607395,1926798,440738,8917596,1732750,1065377,4369758,4173300,140627429
LAO,2011,626614738,2832008,57690887,183940801,2930686,81234513,15857734,2654101,15419888,64944972,125181536,497790586,26929201,76769535,2362651,903202,10934806,1230133,1838181,5358221,5117324,172438131
LAO,2012,757100571,3421743,69704399,222244509,3540970,98150734,19159938,3206789,18630915,78469070,151249255,601450163,32536920,92755971,2854647,887219,13211862,1199860,2711462,6474013,6182952,208346532
LAO,2013,852898099,3854703,78524243,250365575,3989016,110569953,21584285,3612551,20988324,88397926,170387141,677552918,36653885,104492579,3215852,1079548,14883587,1599687,2726476,7293184,6965294,234709057
LAO,2014,956818123,4324374,88091906,280870974,4475052,124042174,24214188,4052717,23545613,99168632,191147694,760108285,41119919,117224313,3607682,1584912,16697054,2199019,2280431,8181810,7813969,263306812
LAO,2015,1001528423,4526443,92208274,293995543,4684162,129838430,25345672,4242092,24645855,103802595,200079664,795626706,43041375,122701983,3776262,776218,17477276,2705733,2865787,8564131,8179101,275610641
LAO,2016,1045460576,4724996,96253000,306891689,4889634,135533807,26457462,4428172,25726948,108355907,208856180,830526959,44929390,128084319,3941909,1144694,18243919,2598817,2882671,8939797,8537879,287700332
LAO,2017,1124234609,5081018,103505532,330015561,5258061,145746095,28450996,4761829,27665439,116520377,224593210,893106036,48314758,137735298,4238926,997837,19618573,2717269,3410352,9613399,9181196,309378161
LTU,2010,3883496406,44291250,333116008,372461336,29381135,946283798,310170353,176760272,5884612820,2295889543,721357758,429060029,86480915,544836135,610820048,44172916,202761178,173664344,106777136,142268124,166226695,1176150500
LTU,2011,4872684630,54717988,425230073,461677628,31869342,1209512294,388260169,236493566,7269927354,3382270228,932453239,594465144,121575549,771939304,901291245,71319007,280582895,97134314,145147203,185057896,114117162,2532476155
LTU,2012,4605975830,52558582,427258060,418986809,31007051,1069719440,387088938,246554711,6983025035,2896266076,967490055,588879718,122663498,741027351,881729467,50129480,341794536,67794250,153202398,212066654,170967625,2674245756
LTU,2013,5174119316,60165009,443556873,494232611,32266336,1196697949,481221887,268330196,7993628203,2652612705,1019856897,666894514,125860817,762931126,1036317439,51519460,399643131,76342153,130116067,249981156,203170460,1834076600
LTU,2014,5291371497,57251430,464484655,529639608,29490225,1420334963,518923857,280095393,7606524950,2690135534,1113905646,690426333,88392332,822543444,1108766865,72542111,411970835,100650047,104376341,319987996,179436381,2124597495
LTU,2015,4258479092,52883179,421786950,446549083,27183226,1235164292,464136664,239284475,7026151545,2425523396,969186799,551426870,71840907,840862233,896963264,39135358,353578237,136417560,144487151,274207877,159303018,1843598300
LTU,2016,4199131671,1104005097,457935810,465448793,26364024,1274129873,493639074,234537380,10631414573,1858117219,993415078,583405510,59560747,874100007,941993396,58809101,367575370,133515227,148098332,335640766,152027300,2079630037
LTU,2017,4300854562,1967387627,469029188,476724172,27002685,1304995344,505597354,240218988,16481123430,1903129633,1017480305,597538359,61003591,895274857,964812945,48827062,376479790,132963850,166878409,343771578,155710122,2355949584
MEX,2010,74501656140,3197116763,4760356594,4382228470,2551949160,768040666,10662210170,1723655208,49534036303,52832662262,14127326051,11707326238,30481467723,13118024617,8276383966,1131078672,13077437115,4446798019,2734103893,71926400490,1606672930,5993891663
MEX,2011,83281556105,3128267352,5102244206,4500784452,2609315139,797699086,11172950076,1883781918,59325112319,59324178109,15885243846,12730348598,38044065095,14780939805,9204749856,1915034975,13786678848,2608219261,3897445870,87279420606,2634039760,6396007269
MEX,2012,84924351329,3261671969,4915443825,4290144667,2752051375,847546421,11091110811,1921833685,61269731222,54524725543,16762041840,12900435082,36435028685,15534557914,10110052593,1487527226,12897867475,2011706318,4546082193,98837350785,3316618193,6428086942
MEX,2013,89254953260,3011897674,4783285959,4499108205,2942088830,867291101,11795419070,1892991790,66637854455,57566501921,16107753982,12930363564,34091917690,15444462696,10130958820,1675235625,12529111356,2482384238,4230926964,108958685928,3505247028,6615194404
MEX,2014,88710165545,3144929340,4951637283,4427590098,2971020692,826245124,11742636083,1780952797,65304339230,57681006286,16692416146,13244592005,34534417884,16570024337,10196260283,2325457647,13173442067,3226504138,3345956696,120323484835,3903928471,6729005112
MEX,2015,79688130759,2484756598,4538643373,3953699228,2809458473,795491772,10730256311,1710113541,42548556508,43738071361,15598308761,12407994388,27557882196,14912288075,9329831457,1024873842,12374012376,3572492889,3783818728,117746253518,4091301213,6239915317
MEX,2016,73560489953,2302111577,4113428119,3526623256,2407556117,771803324,9992919975,1591495965,28965688223,39657423536,14493173135,12002158105,25839327439,13821111733,8658151405,1373458493,11648743590,3118184403,3458765850,109694575585,3370125832,5930017684
MEX,2017,79152729036,2477123440,4426140467,3794725337,2590584117,830477603,10752604932,1712485180,31167727033,42672272866,15594977776,12914590006,27803693050,14871824707,9316364159,1198002180,12534308100,3262350327,4094464998,118033811678,3626330616,6380831384
MKD,2010,846253665,216912201,61391071,300039032,38926901,39640864,60225062,127237594,591790069,162168721,114579131,216810106,847838454,158677011,81368760,23758069,101871561,4282802,8101722,195993997,14715032,94577084
MKD,2011,1006081747,196297113,70144002,357157706,42854355,41968659,58236282,138153234,627933017,180575447,152585357,288714940,975808111,188580968,79125471,20199265,188390968,3171205,7599940,536672965,18116283,101514819
MKD,2012,939606705,186593304,66902971,729731000,64981912,36667171,50720136,93066960,239819170,173542631,147608334,238754235,768548922,166651876,675252270,2810645,187052688,3801069,8589709,17164245,16224597,78659017
MKD,2013,1025167570,181893260,83154899,359799051,52440609,45974443,49746373,112166433,1487218,169866190,172646642,234786501,742078806,161179974,882782586,5402049,197627598,8004821,13643259,66321313,17631080,113007034
MKD,2014,1003205818,176841244,95957694,383916913,55020626,45179363,52199607,121217652,1184397,182634022,170596241,232960128,740528092,177185796,1281129965,11689370,210305843,16218658,16819110,200486115,23041906,117685996
MKD,2015,898606922,132145958,101607800,307560310,43592501,39883267,45014974,102165986,990329,165655105,143705804,198948180,562885244,170480710,1391826991,6195923,199578390,21597676,22875256,267190881,20526828,94513182
MKD,2016,941075945,138391303,106409882,322095905,45652724,41768189,47142425,106994448,1037133,173484124,150497478,208350662,589487739,178537792,1457606068,9166891,209010656,20811737,23084884,279818578,21496946,98923665
MKD,2017,970207369,142675267,109703847,332066526,47065925,43061141,48601740,110306508,1069238,178854402,155156194,214800249,607735594,184064509,1502726910,7660952,215480673,20861991,26183175,288480486,22162393,101985891
MYS,2010,47529477968,671176780,2066502799,1470405208,306672810,5858040655,3489166732,2253545371,35082200294,23572455479,17126746778,7814312529,14315522307,7682171702,7084544938,7635480576,6797703260,30018636833,18456892241,10661159012,4843250275,4956983310
MYS,2011,52353115732,739292690,2276226561,1619632643,337796201,6452557307,3843272796,2482251577,38642597618,25964760029,18864893841,8607365906,15768365825,8461814465,7803536182,14055817267,7487583720,19143594661,28606154800,11743131115,5334778605,5460054097
MYS,2012,55373136696,744981629,2120045934,1460760988,358294367,5847187954,4142740177,2528974835,55596232972,25007891412,19327531945,8584042805,14898985075,7786516516,8809308207,9621257220,7917117354,13011623315,29403849122,11331225288,4834821020,5280301321
MYS,2013,56689495155,762691712,2170444748,1495486943,366811924,5986190290,4241223510,2589094915,56917894992,25602391767,19786995897,8788107051,15253171351,7971621559,9018727577,10639044727,8105327108,15765064052,26869665689,11600596957,4949756852,5405827338
MYS,2014,63703916452,688908172,2058719285,1888470634,315381654,6157122517,4608904750,3295741339,48781218873,25099851506,19919642148,8939734666,13926535202,12725231143,8927940700,14407642286,8183606998,19990180212,20730262375,12348618639,5567729753,6723660652
MYS,2015,53517603380,1076225835,2230879529,1934118551,485904494,5902803738,4323518115,2552963769,35309691461,24591268724,16686826271,10319779798,10777800538,13422225067,9483523236,8081550241,9062040712,28170570442,29836961281,13943361925,4937063116,5751965177
MYS,2016,53667497214,1079240163,2237127848,1939535693,487265431,5919336502,4335627565,2560114193,35408587988,24660144744,16733563273,10348683771,10807987350,13459818469,9510084995,11449076863,9087421969,25993019130,28832087940,13982414945,4950891002,5768075468
MYS,2017,57061800469,1147498767,2378619267,2062205328,518083463,6293716233,4609842602,2722033499,37648071691,26219822648,17791909409,11003206020,11491559131,14311110369,10111568465,9867914740,9662173309,26871900075,33726008320,14866759455,5264019549,6132888405
NLD,2010,67894097863,4076180825,3139283154,564469683,410174244,3422709970,7608288378,6109834771,42554815648,60300246875,8949665122,7252547861,10676847075,22433231938,38350297260,1694783473,6126124933,6662984614,4096721303,7721791158,8776960314,7101828303
NLD,2011,78391195770,4511263494,3628528266,578851880,484739818,3776160452,8362908303,6298003072,57032618414,72867360344,10281293523,8542096468,12228454114,25708724092,45865949221,3030052825,7355478442,4126839585,6166710803,9898172397,8638849945,7597917715
NLD,2012,74902545389,3238750332,3187227575,442120852,468974449,3106152688,7310090919,5351833375,60213749560,73073797868,9421118372,7125841906,9722418395,23087033949,40881594120,2216126814,6493176226,2997051909,6772780001,8526598169,8324232482,6983864709
NLD,2013,83099053195,2624147124,3315103516,481837161,492193563,2932050270,7493769576,5337783856,53389524365,67376873324,9939070230,7155062745,9821166450,23657687155,42966758388,2425918131,6503009066,3594754577,6126829133,8382825005,9581642123,6855126208
NLD,2014,82108340460,2746470688,3434647174,503893283,495667560,3105219236,8924271391,5091869516,49332721572,66298984781,10355683794,6924220975,9814509420,24078617943,45544364260,10223170771,6312331329,14184348972,14709485992,9082152651,9874345221,7119514317
NLD,2015,71214174503,980414991,2971966066,369762842,416121851,2869266650,7373408134,3955153723,28528079472,53596868254,9195272270,5643153559,7771896136,20765944532,37720802190,4993963542,7197066524,17407897936,18437637880,11137470147,8824067419,6277650474
NLD,2016,74151109463,966002409,2966920474,476862075,412152191,3094459838,7481679575,3867991891,21891078090,51260183511,9643542129,5952092454,8207978458,22163744524,38764317537,6911541929,7804233027,15691382261,17405262197,12352619307,7630899355,6562577559
NLD,2017,78557623933,1082153746,3351938309,526145563,506199606,3317342800,8044201076,3751984737,25572996518,56062055433,10434450421,6476920812,10272967111,22611638308,44755165512,5941580165,8623761625,16179867044,20306801121,15426804683,8288060254,7264054418
NZL,2010,26823634708,2225516279,1097853922,330731918,240439419,3199292567,2312067582,1169411471,6502481565,3161596416,1667745566,1596425077,2730945488,3541761479,2546949419,133989731,951649837,526776155,323887150,436470788,1446581508,1477156983
NZL,2011,29516846312,2056588999,1255321687,323903016,250432332,3365431332,2529603551,1259271724,7865313226,3408091729,1911027792,1767246453,3084978721,3736734789,3152129346,236257392,1035699642,321775366,480826934,625685825,1495483923,1587914783
NZL,2012,30318485987,2182947567,1213659093,311111543,247917011,3512967842,2364123654,1276853625,8118877017,3670954173,2138891860,1925812860,2818638174,3868639632,3179171082,181255882,1085649656,245127347,553942222,664352775,1398381572,1593636473
NZL,2013,30769811010,1840276037,1229285030,289484734,250941440,3548443179,2392144385,1291610355,7317485206,3795284269,2164164906,1994410402,2853843832,3978159894,3217134872,192104772,1110374870,284663156,485174294,672457455,1423641636,1640140134
NZL,2014,36311006556,1942469184,1269253455,298647872,299477449,3745542058,2386694242,1289992891,7457901020,4049167395,2203357632,2302077345,2755026617,4186047669,3289274476,257352068,1119099942,357068431,370287920,670298557,1417747813,1767833306
NZL,2015,27582903875,1409929994,1107411217,271273906,214090204,3246221168,1937969630,1145766140,5726738611,3543297477,1821510138,2037692428,2507714570,3677888387,2981920884,97981350,1033490821,341542212,361745665,744782859,1199463031,1583709618
NZL,2016,28466334640,1366352641,1139490239,279132055,220291879,3340256338,1994107919,1178956211,5892628367,3645938229,1874274878,2096719446,2580356991,3784427911,3068299915,142431557,1063428549,323364602,358683868,766357415,1234208572,1629585853
NZL,2017,30011703816,1697639355,1211171000,296691133,234149557,3550378467,2119549251,1253119618,6263309984,3875289580,1992177993,2228615657,2742676900,4022491093,3261314357,122721842,1130324574,334191079,419431863,814565886,1311847683,1732096563
PRT,2010,16536630460,684197599,3695806210,3773947248,2661828168,3322980749,4389009797,1538054088,9177333543,6610864415,3928242688,5706679476,2916647287,7383268805,5431729170,267976810,3973935328,1053541880,647767887,7883106435,313491245,2917442070
PRT,2011,18468349508,712721830,3994828633,4026662911,3143510574,3518985622,5027976315,1543187961,11561884756,7556908756,4641658152,5686204867,3764622611,7585267358,5295577152,541333770,4049043867,737280094,1101713073,9765692878,302215171,3055376030
PRT,2012,17544783219,665943703,3589389226,3666095395,2947472292,3271771210,4727647907,1227942156,11698406778,7216296344,4337050009,4493803113,3378157805,6523499083,4764651823,332682736,3471438877,449914428,1016722945,8307657267,286267147,2746006023
PRT,2013,18048778351,747119814,3987736855,4016017801,3334222855,3327849633,4814786850,1273701819,12559101066,7171526927,4533438360,4433061344,3295718369,6721555345,4962564476,353745471,3489568539,524184282,893409400,8214334815,335121792,2891278584
PRT,2014,18155018493,901780625,4142194096,4461804012,3608581712,3556971917,4820420082,1291707487,11060179813,6924353939,4740418001,4561972375,3171423097,7234543759,5393303415,474131955,3402805575,657844152,682199046,8626419770,407041754,3125783683
PRT,2015,15220277018,861079437,3641620613,3863212200,3012890791,3164832934,4361959455,1107070425,7825352827,5866519491,4214786354,3962584416,2580909299,6369481254,4321700278,197123176,2987825774,687129592,727775785,8047942737,442517626,2866937501
PRT,2016,15199632217,835697733,3783150097,4122406819,3048996888,3118020927,4316204572,1072082399,6629499748,5676771364,4360561370,3951174457,2524680905,6595762117,4388215166,363168951,2988601159,824508176,914564489,8011194148,821981423,2772565487
PRT,2017,16840601850,733606266,4094785030,4287708773,3143801533,3389463847,4708941088,1138047598,8108208834,6346539263,4912570024,4439613782,3239361974,7370658448,4702404788,337819499,3137941753,919936184,1154580633,9720902601,895765958,3070221414
RUS,2010,118692843673,5453698919,5139463639,3955589342,1853480474,12015134853,12918060201,10068566944,137116468035,64077477346,18752510447,29574788277,104906528634,19918405068,34559376540,1692005928,16611098516,27234861056,9993399298,30519962362,8530720776,20165155810
RUS,2011,144869222503,5923971511,5187571678,4653951841,1957230025,12382122412,15249558876,9799893511,180909847109,74910259465,20107996160,36422937063,128470503797,23728477796,44555887123,1878536771,18620780727,39301447448,12057427623,48322017636,50454954215,19268085718
RUS,2012,154159080833,6490372791,4821329922,5005572177,1895341126,13067386783,15604073836,10843347358,195067022254,78529840193,20890516553,40139616848,121016032805,25405035456,46780768675,2439345404,20765548294,34553266176,13525009265,54779645193,16673405247,21143533504
RUS,2013,162536595619,6194274210,5291774915,5926191118,2196962140,14824036980,16421981821,11485420928,205636033182,83002796985,22407663200,41920657205,114149497832,28643806743,47842293894,2402947953,21100887693,39835009024,14442030353,54983355291,13431449756,23905284971
RUS,2014,148980175129,5336127350,4621294580,5666835869,1857773085,13634065812,13498963096,11197005634,183234172456,76523689603,19627050321,35798154927,110719476811,26528467054,40830880922,2160992044,18074085639,39713964032,14520662729,46279467928,10556746437,22782669341
RUS,2015,104440210609,4436633182,3675806336,3508980080,1235065678,9713830448,11166643282,7729523538,117867492429,65672322448,14891401293,23209756202,83964987163,20046736295,27906917973,1554293610,13093990333,30239424512,11957533643,24858605476,6891617908,15386809304
RUS,2016,103312856746,4542998455,3525295815,3339048314,1303672861,9313866381,11424805617,7110750364,107993471659,63021373515,14590699976,20114446845,77247899899,18754119788,24658519031,1432162610,12242033826,31176753152,11638164814,26537890391,6986227453,11531537411
RUS,2017,131877366608,5799071786,4499989094,4262246853,1664119541,11889015655,14583599043,9076769941,137852103811,80445871317,18624817379,25675800324,98605826376,23939362520,31476242712,1828134847,15626779026,8506336604,14855948970,33875233056,9329285795,14719840633
SAU,2010,14999786933,5949600,1801755200,1837968533,117117600,1557293867,3237068267,1529341333,27403633333,30424849333,3060830667,7631159733,5463297333,6092819733,3968645333,17848005,4912929067,70168837,43143153,872970667,514751200,5175087317
SAU,2011,17101550400,6198667,1850626933,1913107200,124502400,1497082933,3321820800,1639687733,28168499200,32354894933,3233498133,7956546933,5733460000,6209713867,4321364533,32513165,5187550667,44281940,66170229,913574133,547896800,3259373067
SAU,2012,18488782400,6670400,2134275200,2144571200,136959733,1670145867,3662355467,1771795200,30005608533,35082214667,3705222400,8407132533,6458337600,6766606400,4710269333,29819637,5638606133,40327565,91132799,1039908533,593637867,3625661067
SAU,2013,19328060000,6841067,2361485333,2249297067,148999467,1755310133,3838095200,1855800800,31332710933,37365063200,4130849333,8640500533,6916582667,7293769333,5079941867,36447194,6030065867,54007890,92049988,1142942133,620461867,3816758133
SAU,2014,20960512800,7404533,2555376800,2457396267,160460267,1848683467,4110998667,1989077333,32950510400,40871291200,4545112533,9351292533,7539864533,7877472267,5454754933,52213040,6452493867,72444059,75126104,1200041600,645558933,3965578667
SAU,2015,22483054133,8280267,2831725600,2574973867,170966400,1952116533,4509462933,2082299733,30337951733,45114047467,4792197867,9998572000,8046819733,8519361333,5636510400,25457429,6986299733,88739200,93988444,1249985333,696314667,4223893333
SAU,2016,22114028800,7408000,2789674400,2612465600,161811200,1973814400,4594917333,2104258667,31070697600,46003635467,4829210667,10112005867,8136228800,7873201867,5329360267,34008516,6417000267,77210068,85643282,1123006400,609612800,4131600533
SAU,2017,23453537262,1326670692,3423411733,2911078667,222858133,2205015200,4779966667,2389368000,34615149867,38110248157,15700977455,10742800000,8507437867,7929916267,3048864401,314397987,3921926763,856155684,1074531895,3167718096,925826588,4334924000
SGP,2010,5737564833,476037050,39693937,450028163,73096014,179890400,828046480,1962872238,31041905145,41284504381,1731113422,1379127955,849843932,6844430689,15922752195,10162393254,1851381877,39953109618,24565080786,530335722,11245772669,4139027420
SGP,2011,7155251219,498542791,52354314,500609807,109414554,197419095,862807050,2128663609,44498110156,51155912500,1740341682,1700388622,1057258208,7527667089,20316433928,17189108399,1999926855,23411041673,34982974409,620743280,12319919445,4936643727
SGP,2012,7328703964,527670692,47510715,459219830,126330345,271372740,833392015,1974402965,45795370160,53007562760,1649861244,2001254725,1004441151,7860357405,22728700879,13591246185,2129763235,18380568329,41536666474,647037312,13712207004,5689461909
SGP,2013,7398157318,442467834,49240790,382069847,136741789,279221610,882089827,1879983217,40779185647,53496309438,1614488132,2102328778,835048350,7703657796,23165590186,14992362815,2130878287,22215862997,37864280777,816479661,14031285064,6252245665
SGP,2014,7755254769,414869893,39772700,279189456,125608303,289988556,902141983,1875672625,36588522947,57007773963,1587346198,1711200821,1094957579,7619023717,26759172093,18453231460,2184995857,25603316286,26551209576,859630638,13854738171,10454791839
SGP,2015,7334071573,374889008,38924954,188463259,121563108,253809030,817376757,1637452039,23626890695,44833160584,1350753732,1543053843,844811521,6488361792,22229097522,8772152754,1973259142,30577864360,32386655316,857272744,12101294347,8723304421
SGP,2016,7010253326,336484421,42700714,164224716,108484987,252770447,786168539,1408244821,19534071974,42673019936,1342656705,1260183881,802254141,6013010786,19558474347,12479064413,2095681215,28331416051,31425894582,895976681,12105368913,9364222400
SGP,2017,7724692122,436954244,47437124,182440705,120518263,280808026,873371227,1564448901,21700812941,47406358720,1491585678,1399964877,891241062,6679980624,21727922052,11237922566,2328136504,30602649111,38408344616,995359410,13448109883,10402912353
SRB,2010,6372904926,356427123,212869254,484481113,226165461,454837068,592282670,392857573,1769320569,1846501611,1215682454,867413168,1995345800,1525128359,648157617,59582654,652895879,234247214,144026380,494410492,108281430,643993145
SRB,2011,7567880393,335237423,244683868,643312597,265356577,523241797,702992088,430640063,1981495471,2158318038,1476330022,996056367,2369905118,1837224239,814621987,114046131,852867861,155327355,232104703,602755361,103704451,718735261
SRB,2012,7185072062,256506235,210293350,697941307,210638910,491158113,651435151,395460896,1830104134,1823159981,1467274730,820126106,1476136510,1934856371,810120798,74699081,706101738,101021756,228290385,1028335870,93145307,684235787
SRB,2013,7442032155,298039487,312612253,793165948,283646386,530788051,686084887,430870074,2472972568,2113849588,1621964129,837321077,1314869799,1931527962,913010216,82755623,843449624,122628275,209005225,2854132013,82982567,724425875
