country,year,isic,value_added,gross_output
414,2010,21,74952810,267076519
414,2011,21,74469434,296729099
414,2012,21,80693444,315379230
414,2013,21,92761003,323753742
414,2014,21,80582077,312024936
414,2015,21,86122080,323099065
414,2016,21,91345979,342844471
414,2017,21,90389451,339254376
414,2010,22,149120573,382303991
414,2011,22,168788205,407748416
414,2012,22,181027092,399619913
414,2013,22,182789177,414095751
414,2014,22,190176654,418080803
414,2015,22,189355564,397873373
414,2016,22,180709413,375505152
414,2017,22,178817116,371573051
414,2010,23,3819215860,38250771963
414,2011,23,4360509314,48735132021
414,2012,23,5024769947,50885427383
414,2013,23,4883394631,47953393820
414,2014,23,4094624465,40145839117
414,2015,23,3083675694,27743335594
414,2016,23,2825675108,24420676713
414,2017,23,2796086056,24164955632
414,2010,24,704902532,3878439815
414,2011,24,1360476703,5781987035
414,2012,24,2542413266,8481938729
414,2013,24,2518429840,7776542814
414,2014,24,1901425675,7082532409
414,2015,24,1758323029,5530333852
414,2016,24,2004997733,6911705617
414,2017,24,1984002403,6839329702
414,2010,25,118653766,423269494
414,2011,25,130596893,487037057
414,2012,25,126907579,463666695
414,2013,25,132716713,482575135
414,2014,25,146745758,544775044
414,2015,25,159467113,553581163
414,2016,25,174275246,548062634
414,2017,25,172450321,542323597
414,2010,26,391351223,1229509398
414,2011,26,451570591,1500686646
414,2012,26,463405921,1554987569
414,2013,26,463279605,1603253300
414,2014,26,521103993,1803287099
414,2015,26,502044194,1910387832
414,2016,26,505654720,1722172392
414,2017,26,500359756,1704138665
414,2010,27,44534851,305739218
414,2011,27,88148011,429844300
414,2012,27,97097194,426225995
414,2013,27,140276950,573770492
414,2014,27,159821764,705433167
414,2015,27,143103586,649262760
414,2016,27,188858035,630727120
414,2017,27,186880409,624122463
414,2010,28,227412450,820175362
414,2011,28,233325724,950902061
414,2012,28,229652492,885827475
414,2013,28,228503221,778468135
414,2014,28,231534226,831547579
414,2015,28,240965658,788005398
414,2016,28,257757243,794109957
414,2017,28,255058137,785794435
414,2010,29,62130374,155557959
414,2011,29,29067429,144123285
414,2012,29,44331561,174325560
414,2013,29,44864223,193300869
414,2014,29,47545921,192478397
414,2015,29,54634837,168145799
414,2016,29,60247504,188745503
414,2017,29,59616621,186769056
414,2010,30,0,17059.99076341107
414,2011,30,0,0
414,2012,30,0,0
414,2013,30,16970.00599392404,17816.56464340681
414,2014,30,0,0
414,2015,30,0,0
414,2016,30,0,0
414,2017,30,0,0
414,2010,31,139623247,631380252
414,2011,31,196351896,805282286
414,2012,31,158296896,792088192
414,2013,31,156740917,845036303
414,2014,31,190598348,881019233
414,2015,31,165250688,784425565
414,2016,31,224391584,847023039
414,2017,31,222041869,838153440
414,2010,32,0,65631.32452784762
414,2011,32,0,0
414,2012,32,0,0
414,2013,32,37972.76832637574,25926.63216798621
414,2014,32,0,0
414,2015,32,0,0
414,2016,32,0,0
414,2017,32,0,0
414,2010,33,119585356,242942426
414,2011,33,145974875,211791477
414,2012,33,126486054,184706504
414,2013,33,113660967,195889121
414,2014,33,124975840,195943310
414,2015,33,143086966,267869251
414,2016,33,133661220,256539252
414,2017,33,132261586,253852903
414,2010,34,7498072,26136835
414,2011,34,7413608,29288460
414,2012,34,10170182,35293781
414,2013,34,9348035,22550240
414,2014,34,9059378,22455169
414,2015,34,9625996,28944464
414,2016,34,9849836,28904106
414,2017,34,9746695,28601437
414,2010,35,105060239,192406326
414,2011,35,112113603,312730316
414,2012,35,99879973,260116598
414,2013,35,88698786,227142096
414,2014,35,101533207,317830247
414,2015,35,121538165,338987276
414,2016,35,156395940,346385911
414,2017,35,154758240,342758731
414,2010,36,101920051,297798030
414,2011,36,114689886,448331214
414,2012,36,116462334,446248428
414,2013,36,114856359,433775640
414,2014,36,129245485,436586112
414,2015,36,135870794,462134206
414,2016,36,133187925,436573475
414,2017,36,131793249,432001896
414,2010,37,11999009,55961648
414,2011,37,14863450,74197674
414,2012,37,17793353,70237483
414,2013,37,16834221,68930741
414,2014,37,14643300,65787670
414,2015,37,15831705,65254677
414,2016,37,26243062,54306490
414,2017,37,25968258,53737821
417,2010,15,111465708,343050041
417,2011,15,159910771,389033372
417,2012,15,166905509,435718017
417,2013,15,250972336,450822842
417,2014,15,163983416,457202087
417,2015,15,138431334,358287883
417,2016,15,136992670,370451563
417,2017,15,154372923,417443503
417,2010,16,9940279,30252587
417,2011,16,7773476,23484226
417,2012,16,4125094,13407486
417,2013,16,6202818,10233290
417,2014,16,1782957,5674219
417,2015,16,219070,516787
417,2016,16,206653,487497
417,2017,16,268254,623585
417,2010,17,8840086,29510114
417,2011,17,10104239,39653999
417,2012,17,13585218,37553238
417,2013,17,20427809,29256610
417,2014,17,4193219,17763456
417,2015,17,4824346,13408201
417,2016,17,2754280,13455969
417,2017,17,3103715,15162864
417,2010,18,24957597,112093535
417,2011,18,42241071,124926029
417,2012,18,45243044,164191510
417,2013,18,68031022,142112457
417,2014,18,36543374,90572680
417,2015,18,28724698,58772993
417,2016,18,35736627,72898441
417,2017,18,40270531,82145639
417,2010,19,987746,2524052
417,2011,19,834882,4024131
417,2012,19,893155,2327606
417,2013,19,1343019,5061249
417,2014,19,1874240,6188678
417,2015,19,3263024,11670208
417,2016,19,2269683,8172207
417,2017,19,2557638,9208855
417,2010,20,1773219,5321917
417,2011,20,1976981,5792802
417,2012,20,2653834,6059727
417,2013,20,3990515,6334674
417,2014,20,3604165,5529455
417,2015,20,2660268,5150263
417,2016,20,2679830,4857078
417,2017,20,3019820,5473201
417,2010,21,4262533,9870249
417,2011,21,3687666,13187065
417,2012,21,4495933,14521048
417,2013,21,6760441,13825345
417,2014,21,3727340,12812690
417,2015,21,3484107,8832553
417,2016,21,8219789,8457876
417,2017,21,9262634,9530761
417,2010,22,10267930,22866242
417,2011,22,11209744,21150730
417,2012,22,8117171,22540009
417,2013,22,12205621,19286774
417,2014,22,6591123,19710174
417,2015,22,6294751,18068322
417,2016,22,1493684,15918543
417,2017,22,1683187,17937818
417,2010,23,11983210,27197413
417,2011,23,10502361,26049915
417,2012,23,8206290,29120382
417,2013,23,12339628,23830075
417,2014,23,30132246,59607266
417,2015,23,37399674,101272150
417,2016,23,36041280,114289662
417,2017,23,40613835,128787355
417,2010,24,4627724,13589563
417,2011,24,7365203,17956527
417,2012,24,16135335,21880300
417,2013,24,22553647,22781462
417,2014,24,14387434,25920367
417,2015,24,6484169,15625594
417,2016,24,4932030,13421949
417,2017,24,5557757,15124529
417,2010,25,7944768,26583784
417,2011,25,12102152,39436657
417,2012,25,9836522,36674522
417,2013,25,14790973,44192964
417,2014,25,17322513,42041100
417,2015,25,10287983,37135436
417,2016,25,12093840,33493954
417,2017,25,13628184,37742676
417,2010,26,41747583,137307150
417,2011,26,54774571,172231960
417,2012,26,87952235,233603872
417,2013,26,132251944,312000396
417,2014,26,103407988,280483143
417,2015,26,82664844,216098890
417,2016,26,58527336,172438299
417,2017,26,65952695,194312171
417,2010,27,573416214,1387295351
417,2011,27,799016904,1946804521
417,2012,27,397296985,1117326298
417,2013,27,597407198,1691885342
417,2014,27,669892303,1464014109
417,2015,27,626372594,1240251743
417,2016,27,729266796,1410549415
417,2017,27,821788835,1589478218
417,2010,28,6911354,20945597
417,2011,28,8092604,23112151
417,2012,28,8031852,27029165
417,2013,28,12077328,38934551
417,2014,28,13622013,44506818
417,2015,28,12377596,35110499
417,2016,28,17448414,38757739
417,2017,28,19662094,43674175
417,2010,29,7705613,19534631
417,2011,29,17016684,36175288
417,2012,29,13155719,26766826
417,2013,29,19781980,21117882
417,2014,29,6769393,14377449
417,2015,29,3638534,8874652
417,2016,29,3617718,8502408
417,2017,29,4076698,9580942
417,2010,30,33970,126805
417,2011,30,18614,86001
417,2012,30,23138,35507
417,2013,30,34792,229974
417,2014,30,47825.54029805831,353055.9574747827
417,2015,30,67835.80106171167,127560.4080679883
417,2016,30,82357.09908919974,246664.0913148578
417,2017,30,84342.7707216329,225316.6047700261
417,2010,31,11621668,27431610
417,2011,31,12656414,30346741
417,2012,31,17734584,32631403
417,2013,31,26667125,36223609
417,2014,31,19829430,64999365
417,2015,31,15431677,27652679
417,2016,31,14411043,22174030
417,2017,31,16239371,24986815
417,2010,32,1763823,3785471
417,2011,32,415461,909479
417,2012,32,151890,958260
417,2013,32,228394,1074067
417,2014,32,102994.4806427048,489854.764221465
417,2015,32,217584.6759583436,444648.5332255744
417,2016,32,277440.4910676738,560005.3629498967
417,2017,32,313630.933128614,613572.9227462304
417,2010,33,891580,1665161
417,2011,33,947519,1962400
417,2012,33,1044871,2068743
417,2013,33,1571150,22744250
417,2014,33,70527.98621253797,507990.3072336002
417,2015,33,127378.5362192365,470951.09758404
417,2016,33,136434.4098431265,621171.5457352456
417,2017,33,161215.3070153274,770074.5179995369
417,2010,34,2223471,6194286
417,2011,34,4342598,12968821
417,2012,34,6397135,16883380
417,2013,34,9619239,21014841
417,2014,34,4666281,13912137
417,2015,34,3345395,9420533
417,2016,34,5738867,12953689
417,2017,34,6466956,14596871
417,2010,35,377994,663848
417,2011,35,760675,1089672
417,2012,35,554809,1208589
417,2013,35,834254,1161797
417,2014,35,2166,0
417,2015,35,1575,5471
417,2016,35,1563,4679
417,2017,35,1762,5272
417,2010,36,4431556,10922706
417,2011,36,5311309,13199643
417,2012,36,5766606,14558562
417,2013,36,8671125,15837806
417,2014,36,7283749,17803337
417,2015,36,5118571,13993281
417,2016,36,4560084,13305343
417,2017,36,5138621,14993131
417,2010,37,553352,1921941
417,2011,37,511266,1998932
417,2012,37,269445,1123976
417,2013,37,1708672,827669
417,2014,37,186368,0
417,2015,37,0,0
417,2016,37,0,0
417,2017,37,0,0
418,2010,15,304282883,511019336
418,2011,15,375189449,626614738
418,2012,15,455537368,757100571
418,2013,15,514344323,852898099
418,2014,15,578616850,956818123
418,2015,15,606288790,1001528423
418,2016,15,632883714,1045460576
418,2017,15,680570641,1124234609
418,2010,16,1208613,2309570
418,2011,16,1490255,2832008
418,2012,16,1809397,3421743
418,2013,16,2042979,3854703
418,2014,16,2298269,4324374
418,2015,16,2408182,4526443
418,2016,16,2513818,4724996
418,2017,16,2703230,5081018
418,2010,17,36937727,47048301
418,2011,17,45545268,57690887
418,2012,17,55298920,69704399
418,2013,17,62437656,78524243
418,2014,17,70239873,88091906
418,2015,17,73599045,92208274
418,2016,17,76827475,96253000
418,2017,17,82616321,103505532
418,2010,18,105119589,150008131
418,2011,18,129615443,183940801
418,2012,18,157372970,222244509
418,2013,18,177688811,250365575
418,2014,18,199892826,280870974
418,2015,18,209452559,293995543
418,2016,18,218640218,306891689
418,2017,18,235114461,330015561
418,2010,19,1899787,2390045
418,2011,19,2342491,2930686
418,2012,19,2844143,3540970
418,2013,19,3211303,3989016
418,2014,19,3612588,4475052
418,2015,19,3785358,4684162
418,2016,19,3951403,4889634
418,2017,19,4249136,5258061
418,2010,20,27249019,66248692
418,2011,20,33598815,81234513
418,2012,20,40794100,98150734
418,2013,20,46060357,110569953
418,2014,20,51816065,124042174
418,2015,20,54294131,129838430
418,2016,20,56675749,135533807
418,2017,20,60946190,145746095
418,2010,21,10473499,12932362
418,2011,21,12914123,15857734
418,2012,21,15679720,19159938
418,2013,21,17703871,21584285
418,2014,21,19916149,24214188
418,2015,21,20868625,25345672
418,2016,21,21784029,26457462
418,2017,21,23425426,28450996
418,2010,22,1471927,2164483
418,2011,22,1814928,2654101
418,2012,22,2203600,3206789
418,2013,22,2488070,3612551
418,2014,22,2798980,4052717
418,2015,22,2932839,4242092
418,2016,22,3061488,4428172
418,2017,22,3292167,4761829
418,2010,23,8542009,12575288
418,2011,23,10532540,15419888
418,2012,23,12788114,18630915
418,2013,23,14438977,20988324
418,2014,23,16243274,23545613
418,2015,23,17020097,24645855
418,2016,23,17766685,25726948
418,2017,23,19105381,27665439
418,2010,24,20760216,52964181
418,2011,24,25597937,64944972
418,2012,24,31079810,78469070
418,2013,24,35092015,88397926
418,2014,24,39477117,99168632
418,2015,24,41365082,103802595
418,2016,24,43179566,108355907
418,2017,24,46433087,116520377
418,2010,25,50003568,102088543
418,2011,25,61655821,125181536
418,2012,25,74859595,151249255
418,2013,25,84523489,170387141
418,2014,25,95085555,191147694
418,2015,25,99632954,200079664
418,2016,25,104003364,208856180
418,2017,25,111839876,224593210
418,2010,26,193111803,405960152
418,2011,26,238112346,497790586
418,2012,26,289104802,601450163
418,2013,26,326426378,677552918
418,2014,26,367216657,760108285
418,2015,26,384778533,795626706
418,2016,26,401656885,830526959
418,2017,26,431921186,893106036
418,2010,27,16529257,21961409
418,2011,27,20381044,26929201
418,2012,27,24745704,32536920
418,2013,27,27940216,36653885
418,2014,27,31431629,41119919
418,2015,27,32934824,43041375
418,2016,27,34379514,44929390
418,2017,27,36969963,48314758
418,2010,28,38783486,62607395
418,2011,28,47821141,76769535
418,2012,28,58062178,92755971
418,2013,28,65557633,104492579
418,2014,28,73749723,117224313
418,2015,28,77276751,122701983
418,2016,28,80666504,128084319
418,2017,28,86744615,137735298
418,2010,29,595619,1926798
418,2011,29,734415,2362651
418,2012,29,891692,2854647
418,2013,29,1006804,3215852
418,2014,29,1132614,3607682
418,2015,29,1186781,3776262
418,2016,29,1238839,3941909
418,2017,29,1332184,4238926
418,2010,30,199034.0901664761,440738.9130526342
418,2011,30,743269.4611006627,903202.1117567635
418,2012,30,697489.5545735151,887219.8068191389
418,2013,30,806729.562611908,1079548.522764567
418,2014,30,1040813.076068119,1584912.207067465
418,2015,30,829463.4451866334,776218.5831023852
418,2016,30,874455.3343229961,1144694.440939187
418,2017,30,854593.9926798554,997837.1200296717
418,2010,31,5406187,8917596
418,2011,31,6665982,10934806
418,2012,31,8093522,13211862
418,2013,31,9138344,14883587
418,2014,31,10280272,16697054
418,2015,31,10771919,17477276
418,2016,31,11244431,18243919
418,2017,31,12091683,19618573
418,2010,32,1544295.466852901,1732750.314368309
418,2011,32,1246165.861546298,1230133.744347813
418,2012,32,1447117.466940011,1199860.856020183
418,2013,32,1816110.003003376,1599687.946183619
418,2014,32,2241438.393538108,2199019.104670421
418,2015,32,2660520.434866535,2705733.382845176
418,2016,32,2945821.550957646,2598817.778655185
418,2017,32,3177831.473605423,2717269.056961815
418,2010,33,789902.4429806226,1065377.685541003
418,2011,33,1134111.503148517,1838181.226601513
418,2012,33,1647857.027972668,2711462.414998168
418,2013,33,1659206.350770105,2726476.732292008
418,2014,33,1534879.686068947,2280431.818131808
418,2015,33,1557523.281830503,2865787.270626766
418,2016,33,1448640.114719358,2882671.780405628
418,2017,33,1633496.643808976,3410352.024579757
418,2010,34,2650072,4369758
418,2011,34,3267614,5358221
418,2012,34,3967383,6474013
418,2013,34,4479547,7293184
418,2014,34,5039312,8181810
418,2015,34,5280313,8564131
418,2016,34,5511935,8939797
418,2017,34,5927252,9613399
418,2010,35,2625937,4173300
418,2011,35,3237856,5117324
418,2012,35,3931252,6182952
418,2013,35,4438751,6965294
418,2014,35,4993418,7813969
418,2015,35,5232225,8179101
418,2016,35,5461737,8537879
418,2017,35,5873271,9181196
418,2010,36,85665156,140627429
418,2011,36,105627574,172438131
418,2012,36,128248028,208346532
418,2013,36,144804026,234709057
418,2014,36,162898754,263306812
418,2015,36,170689272,275610641
418,2016,36,178176575,287700332
418,2017,36,191601938,309378161
418,2010,37,0,0
418,2011,37,0,0
418,2012,37,0,0
418,2013,37,0,0
418,2014,37,0,0
418,2015,37,0,0
418,2016,37,0,0
418,2017,37,0,0
422,2010,15,686813697.8319566,2804836452.315673
422,2011,15,809370321.0043045,3182566318.066826
422,2012,15,892450555.8668178,3455962043.223928
422,2013,15,962081960.0529761,3859135069.746011
422,2014,15,1109108511.810388,3948411967.444248
422,2015,15,,
422,2016,15,,
422,2017,15,,
422,2010,16,81862114.46362378,232713025.4111225
422,2011,16,97429055.54765038,221745602.9103566
422,2012,16,98396443.98352057,248831156.6410464
422,2013,16,93955493.89459921,230806545.746462
422,2014,16,99458347.33173816,211221591.0036647
422,2015,16,,
422,2016,16,,
422,2017,16,,
422,2010,17,42145850.95801502,213764043.9267215
422,2011,17,49059769.89281706,242071858.3152913
422,2012,17,56589645.33286754,229074559.3453943
422,2013,17,63074568.76219903,241467417.8835105
422,2014,17,71554141.4395377,231285741.9253106
422,2015,17,,
422,2016,17,,
422,2017,17,,
422,2010,18,65041262.31379835,225768958.5402122
422,2011,18,70289660.71356165,232641060.7238185
422,2012,18,85557151.51281084,229126973.733746
422,2013,18,84519330.3376399,228253251.3650733
422,2014,18,96402770.72407992,220694780.7023283
422,2015,18,,
422,2016,18,,
422,2017,18,,
422,2010,19,17604393.02027436,73912988.37691343
422,2011,19,20617402.39362129,73877477.76067635
422,2012,19,26187389.64223697,78749031.33427776
422,2013,19,28483069.21360283,85393043.51878884
422,2014,19,33724335.22400003,85507308.7442925
422,2015,19,,
422,2016,19,,
422,2017,19,,
422,2010,20,91058376.68301672,306917073.493488
422,2011,20,92229650.94113113,310445872.8453734
422,2012,20,97207399.18613645,309579564.5401127
422,2013,20,102844831.2301439,336218474.1337529
422,2014,20,94798415.99010643,298023611.1343685
422,2015,20,,
422,2016,20,,
422,2017,20,,
422,2010,21,88723001.87172218,306939295.4751413
422,2011,21,78685661.94370869,297840213.264257
422,2012,21,79197211.08959976,278859586.3336892
422,2013,21,83157419.93310325,285816193.6153408
422,2014,21,91913776.19550981,300415970.6375064
422,2015,21,,
422,2016,21,,
422,2017,21,,
422,2010,22,98597912.46706524,294991585.3114846
422,2011,22,81821005.11516017,262692354.8903697
422,2012,22,95078640.34182756,294698158.2557091
422,2013,22,103591483.8367529,321087886.0108247
422,2014,22,109138569.1589815,323805730.2281252
422,2015,22,,
422,2016,22,,
422,2017,22,,
422,2010,23,0,0
422,2011,23,0,0
422,2012,23,0,0
422,2013,23,0,0
422,2014,23,0,0
422,2015,23,,
422,2016,23,,
422,2017,23,,
422,2010,24,0,0
422,2011,24,0,0
422,2012,24,0,0
422,2013,24,0,0
422,2014,24,0,0
422,2015,24,,
422,2016,24,,
422,2017,24,,
422,2010,25,293576399,1038357681
422,2011,25,259369818,1086567164
422,2012,25,273773143,1087020404
422,2013,25,306956344,1114424564
422,2014,25,338145372,1146997780
422,2015,25,,
422,2016,25,,
422,2017,25,,
422,2010,26,412944241,1182879587
422,2011,26,411276949,1284245439
422,2012,26,386105665,1305759025
422,2013,26,449926076,1379318051
422,2014,26,405761531,1242974528
422,2015,26,,
422,2016,26,,
422,2017,26,,
422,2010,27,908030311,2562316517
422,2011,27,898839138,2688557214
422,2012,27,1017802135,2822561366
422,2013,27,1106236821,2956139877
422,2014,27,1076130641,2673662572
422,2015,27,,
422,2016,27,,
422,2017,27,,
422,2010,28,0,0
422,2011,28,0,0
422,2012,28,0,0
422,2013,28,0,0
422,2014,28,0,0
422,2015,28,,
422,2016,28,,
422,2017,28,,
422,2010,29,0,0
422,2011,29,0,0
422,2012,29,0,0
422,2013,29,0,0
422,2014,29,0,0
422,2015,29,,
422,2016,29,,
422,2017,29,,
422,2010,30,0,0
422,2011,30,0,0
422,2012,30,0,0
422,2013,30,0,0
422,2014,30,0,0
422,2015,30,,
422,2016,30,,
422,2017,30,,
422,2010,31,0,0
422,2011,31,0,0
422,2012,31,0,0
422,2013,31,0,0
422,2014,31,0,0
422,2015,31,,
422,2016,31,,
422,2017,31,,
422,2010,32,0,0
422,2011,32,0,0
422,2012,32,0,0
422,2013,32,0,0
422,2014,32,0,0
422,2015,32,,
422,2016,32,,
422,2017,32,,
422,2010,33,0,0
422,2011,33,0,0
422,2012,33,0,0
422,2013,33,0,0
422,2014,33,0,0
422,2015,33,,
422,2016,33,,
422,2017,33,,
422,2010,34,0,0
422,2011,34,0,0
422,2012,34,0,0
422,2013,34,0,0
422,2014,34,0,0
422,2015,34,,
422,2016,34,,
422,2017,34,,
422,2010,35,0,0
422,2011,35,0,0
422,2012,35,0,0
422,2013,35,0,0
422,2014,35,0,0
422,2015,35,,
422,2016,35,,
422,2017,35,,
422,2010,36,179736542,617374730
422,2011,36,157213930,638142620
422,2012,36,150051559,683673098
422,2013,36,190872329,731139447
422,2014,36,213237978,733532232
422,2015,36,,
422,2016,36,,
422,2017,36,,
422,2010,37,0,0
422,2011,37,0,0
422,2012,37,0,0
422,2013,37,0,0
422,2014,37,0,0
422,2015,37,,
422,2016,37,,
422,2017,37,,
428,2010,15,439900420,1960414680
428,2011,15,403052961,2222345212
428,2012,15,421348584,2165629132
428,2013,15,477805285,2328353608
428,2014,15,514198100,2299469991
428,2015,15,438565267,1748682211
428,2016,15,427202689,1761711258
428,2017,15,,
428,2010,16,112642986.6074148,388249703.2490318
428,2011,16,222201396.3876809,584558178.9818032
428,2012,16,267562997.7503982,875784737.5978743
428,2013,16,84128174.04072119,469764735.0781423
428,2014,16,214091569.4873164,474026320.9710016
428,2015,16,187284067.2152007,419534035.3476678
428,2016,16,276897324.05609,610989420.5083615
428,2017,16,,
428,2010,17,33954016,99144869
428,2011,17,34690278,115592293
428,2012,17,40810209,120255271
428,2013,17,38057761,142185154
428,2014,17,40985982,142367655
428,2015,17,33056760,110105573
428,2016,17,39564775,115280153
428,2017,17,,
428,2010,18,79147022,190696015
428,2011,18,92355177,251842079
428,2012,18,76729635,235981163
428,2013,18,89637401,250439538
428,2014,18,85111954,212573093
428,2015,18,65791360,162174086
428,2016,18,68849452,159406407
428,2017,18,,
428,2010,19,2771671,7190272
428,2011,19,3271857,8921213
428,2012,19,4219519,9636999
428,2013,19,4477374,10224890
428,2014,19,4610041,9024357
428,2015,19,2456523,4631538
428,2016,19,2663307,4653044
428,2017,19,,
428,2010,20,513465808,1793660722
428,2011,20,560041407,2284235338
428,2012,20,533154646,2142619114
428,2013,20,570204649,2427791615
428,2014,20,603174213,2606055443
428,2015,20,541495183,2169985839
428,2016,20,580219223,2286240039
428,2017,20,,
428,2010,21,34842690,128638020
428,2011,21,37428115,149990113
428,2012,21,41210675,147873338
428,2013,21,42066547,161847903
428,2014,21,43978446,156693470
428,2015,21,34415028,129489420
428,2016,21,34556857,130223914
428,2017,21,,
428,2010,22,55750238,198902645
428,2011,22,58845789,222602077
428,2012,22,62085029,241223394
428,2013,22,79333471,297574655
428,2014,22,83794407,275966954
428,2015,22,69564431,228477363
428,2016,22,69434274,227447049
428,2017,22,,
428,2010,23,323444,804859
428,2011,23,228382,1030868
428,2012,23,50696,933504
428,2013,23,348222186.6167351,945714
428,2014,23,1883630,8595604
428,2015,23,1727519,8300893
428,2016,23,1821743,8133667
428,2017,23,,
428,2010,24,88861678,245473605
428,2011,24,51499005,292825585
428,2012,24,45517246,311075361
428,2013,24,44652863,279520121
428,2014,24,58471615,283750944
428,2015,24,47927091,247239462
428,2016,24,51641735,242883114
428,2017,24,,
428,2010,25,41538002,196514931
428,2011,25,51726671,227893045
428,2012,25,49708997,231005047
428,2013,25,63811546,265807403
428,2014,25,56999845,247855111
428,2015,25,55495666,210822272
428,2016,25,59301203,205643388
428,2017,25,,
428,2010,26,92578161,372593625
428,2011,26,147875493,536498735
428,2012,26,150421103,529970488
428,2013,26,187147652,607395020
428,2014,26,189368999,622844151
428,2015,26,161148576,492947909
428,2016,26,176764377,511591741
428,2017,26,,
428,2010,27,66762833,621418823
428,2011,27,88513924,737008325
428,2012,27,109333595,799249137
428,2013,27,650825,411500189
428,2014,27,643744,151545265
428,2015,27,26590332,169634881
428,2016,27,13858465,88273797
428,2017,27,,
428,2010,28,126140597,458451643
428,2011,28,177369810,675387330
428,2012,28,194211143,693457775
428,2013,28,226530689,740996325
428,2014,28,230033253,775838770
428,2015,28,189771933,592401950
428,2016,28,200342068,610119297
428,2017,28,,
428,2010,29,170159191,414672140
428,2011,29,184014458,507125757
428,2012,29,225424959,646076889
428,2013,29,211949668,601912351
428,2014,29,197480559,518590802
428,2015,29,169961442,445090342
428,2016,29,162533548,453426718
428,2017,29,,
428,2010,30,3325764.521342468,18926416.60156736
428,2011,30,16898311.14092315,42323297.37369882
428,2012,30,12925749.73614201,34368227.3350565
428,2013,30,13582629.54782491,50200105.98475429
428,2014,30,19971678.18329783,70277564.70808019
428,2015,30,20462748.70477283,42794075.8998065
428,2016,30,14836726.20007578,43957478.11930595
428,2017,30,,
428,2010,31,44901951,143504098
428,2011,31,62510849,201985948
428,2012,31,72388710,228020061
428,2013,31,77320397,254986025
428,2014,31,79700969,254972961
428,2015,31,69571727,217436408
428,2016,31,68554430,218215091
428,2017,31,,
428,2010,32,25804439.17840185,74408574.65724836
428,2011,32,28331714.89438332,57643040.90275973
428,2012,32,26817718.04870067,46479001.43029989
428,2013,32,30577222.56889801,74387119.01092084
428,2014,32,43009919.16102848,97508055.48322821
428,2015,32,65634671.90568864,149171074.0643834
428,2016,32,49981223.82051525,99797353.38591339
428,2017,32,,
428,2010,33,13198892.30025568,45749947.00355548
428,2011,33,25784147.004135,86135638.59907982
428,2012,33,30537787.13222649,105033900.2498339
428,2013,33,27935489.4754865,126783945.3621989
428,2014,33,29452092.64285221,101118026.5673234
428,2015,33,38423884.38318638,157995081.0785018
428,2016,33,24578815.97940898,110697647.4947807
428,2017,33,,
428,2010,34,31871840,104002487
428,2011,34,44828457,159689194
428,2012,34,48678620,161868010
428,2013,34,57870405,172594334
428,2014,34,62239363,188508428
428,2015,34,50234761,156054481
428,2016,34,58679652,172844548
428,2017,34,,
428,2010,35,32070856,113591471
428,2011,35,35723498,142092298
428,2012,35,27489388,126647191
428,2013,35,28702810,128303865
428,2014,35,42268466,97773824
428,2015,35,30609025,107135083
428,2016,35,26082222,121886292
428,2017,35,,
428,2010,36,55670562,200212772
428,2011,36,62546436,224690047
428,2012,36,67530947,244930288
428,2013,36,79266864,281178691
428,2014,36,87110911,309477738
428,2015,36,79480864,264994709
428,2016,36,85939092,270224773
428,2017,36,,
428,2010,37,96653149.12806751,103554968.7509681
428,2011,37,26813387.61231913,220754300.3239452
428,2012,37,39873041.95200371,284995086.0011298
428,2013,37,12909917.60672643,162284959.2711517
428,2014,37,33749200.93010665,121794223.0289984
428,2015,37,27323812.08661546,62819108.68107119
428,2016,37,58728403.94391003,94414508.60862035
428,2017,37,,
440,2010,15,735350217,3883496406
440,2011,15,856184625,4872684630
440,2012,15,797559175,4605975830
440,2013,15,874589373,5174119316
440,2014,15,923100212,5291371497
440,2015,15,906592182,4258479092
440,2016,15,903134281,4199131671
440,2017,15,1088143028,4300854562
440,2010,16,32821218,44291250
440,2011,16,41883682,54717988
440,2012,16,34633682,52558582
440,2013,16,16155188,60165009
440,2014,16,19380801,57251430
440,2015,16,17516946,52883179
440,2016,16,204167019.9280743,1104005097.015981
440,2017,16,104705353.4044803,1967387627.702423
440,2010,17,102871382,333116008
440,2011,17,123506951,425230073
440,2012,17,124263101,427258060
440,2013,17,131299094,443556873
440,2014,17,144189925,464484655
440,2015,17,123101971,421786950
440,2016,17,148226562,457935810
440,2017,17,178591050,469029188
440,2010,18,160734303,372461336
440,2011,18,207283125,461677628
440,2012,18,187146431,418986809
440,2013,18,209039722,494232611
440,2014,18,219436540,529639608
440,2015,18,188878501,446549083
440,2016,18,199496701,465448793
440,2017,18,240363974,476724172
440,2010,19,9235583,29381135
440,2011,19,10016529,31869342
440,2012,19,10072248,31007051
440,2013,19,11159904,32266336
440,2014,19,10682555,29490225
440,2015,19,9119856,27183226
440,2016,19,9196547,26364024
440,2017,19,11080476,27002685
440,2010,20,238007643,946283798
440,2011,20,276770875,1209512294
440,2012,20,242845881,1069719440
440,2013,20,299710721,1196697949
440,2014,20,362711576,1420334963
440,2015,20,303557110,1235164292
440,2016,20,329150973,1274129873
440,2017,20,396578165,1304995344
440,2010,21,84712147,310170353
440,2011,21,98278618,388260169
440,2012,21,99801875,387088938
440,2013,21,129721629,481221887
440,2014,21,146906707,518923857
