country,isic,year,value,isicComb,variable
076,15,2013,242718163768,,14
076,16,2013,6088172149,,14
076,17,2013,18745630166,,14
076,18,2013,21736864295,,14
076,19,2013,15903106041,,14
076,20,2013,10660729682,,14
076,21,2013,30864832110,,14
076,22,2013,7834010099,,14
076,23,2013,90713023906,,14
076,24,2013,137207409342,,14
076,25,2013,42261027722,,14
076,26,2013,39397091215,,14
076,27,2013,75039521096,,14
076,28,2013,37873966705,,14
076,29,2013,69359744426,,14
076,30,2013,39801942313,30F,14
076,31,2013,34548337290,,14
076,32,2013,...,30F,14
076,33,2013,...,30F,14
076,34,2013,131237156722,,14
076,35,2013,19367553937,,14
076,36,2013,24471489349,,14
076,37,2013,...,,14
076,D,2013,1095829772333,,14
076,15,2014,242370335221,,14
076,16,2014,5506049422,,14
076,17,2014,17926572663,,14
076,18,2014,20055126071,,14
076,19,2014,16034399767,,14
076,20,2014,10447825965,,14
076,21,2014,29865463469,,14
076,22,2014,7518982113,,14
076,23,2014,93713278044,,14
076,24,2014,136324821331,,14
076,25,2014,41396670650,,14
076,26,2014,38795444616,,14
076,27,2014,72055740619,,14
076,28,2014,35849453368,,14
076,29,2014,65334662161,,14
076,30,2014,37365184245,30F,14
076,31,2014,31227984251,,14
076,32,2014,...,30F,14
076,33,2014,...,30F,14
076,34,2014,108027881572,,14
076,35,2014,20752616713,,14
076,36,2014,24274586562,,14
076,37,2014,...,,14
076,D,2014,1054843078822,,14
076,15,2015,186096882868,,14
076,16,2015,4039861385,,14
076,17,2015,12092043534,,14
076,18,2015,12908442504,,14
076,19,2015,10904028791,,14
076,20,2015,7390965594,,14
076,21,2015,23244827624,,14
076,22,2015,4773312365,,14
076,23,2015,65944037760,,14
076,24,2015,105630328077,,14
076,25,2015,28826601850,,14
076,26,2015,26232013007,,14
076,27,2015,50345197818,,14
076,28,2015,24500810964,,14
076,29,2015,43042075455,,14
076,30,2015,25201642728,30F,14
076,31,2015,22045653557,,14
076,32,2015,...,30F,14
076,33,2015,...,30F,14
076,34,2015,66108443766,,14
076,35,2015,15371566778,,14
076,36,2015,16637403424,,14
076,37,2015,...,,14
076,D,2015,751336139847,,14
076,15,2016,181270732151,,14
076,16,2016,3935093483,,14
076,17,2016,11778454054,,14
076,18,2016,12573680911,,14
076,19,2016,10621248738,,14
076,20,2016,7199291702,,14
076,21,2016,22642006986,,14
076,22,2016,4649523484,,14
076,23,2016,64233875505,,14
076,24,2016,102890959874,,14
076,25,2016,28079026055,,14
076,26,2016,25551724082,,14
076,27,2016,49039568681,,14
076,28,2016,23865418235,,14
076,29,2016,41925842126,,14
076,30,2016,24548074951,30F,14
076,31,2016,21473931747,,14
076,32,2016,...,30F,14
076,33,2016,...,30F,14
076,34,2016,64394017881,,14
076,35,2016,14972927656,,14
076,36,2016,16205936678,,14
076,37,2016,...,,14
076,D,2016,731851334985,,14
076,15,2017,209767695518,,14
076,16,2017,4553716321,,14
076,17,2017,13630105282,,14
076,18,2017,14550347083,,14
076,19,2017,12290979602,,14
076,20,2017,8331068186,,14
076,21,2017,26201480907,,14
076,22,2017,5380459465,,14
076,23,2017,74331867472,,14
076,24,2017,119066102321,,14
076,25,2017,32493235494,,14
076,26,2017,29568624860,,14
076,27,2017,56748914670,,14
076,28,2017,27617220531,,14
076,29,2017,48516863040,,14
076,30,2017,28407195418,30F,14
076,31,2017,24849776479,,14
076,32,2017,...,30F,14
076,33,2017,...,30F,14
076,34,2017,74517185291,,14
076,35,2017,17326771356,,14
076,36,2017,18753617588,,14
076,37,2017,...,,14
076,D,2017,846903226902,,14
096,15,2010,65582259,,14
096,16,2010,...,,14
096,17,2010,3605183,,14
096,18,2010,25010836,,14
096,19,2010,...,,14
096,20,2010,12346380,,14
096,21,2010,...,,14
096,22,2010,23001902,,14
096,23,2010,...,,14
096,24,2010,113313517,,14
096,25,2010,1601383,,14
096,26,2010,95778099,,14
096,27,2010,26951271,,14
096,28,2010,11635493,,14
096,29,2010,...,,14
096,30,2010,...,,14
096,31,2010,15238843,,14
096,32,2010,53685,,14
096,33,2010,...,,14
096,34,2010,...,,14
096,35,2010,29556901,,14
096,36,2010,4340365337,,14
096,37,2010,...,,14
096,D,2010,4764041088,,14
100,15,2010,5222039919,,14
100,16,2010,954384483,,14
100,17,2010,435903267,,14
100,18,2010,1283342539,,14
100,19,2010,184785081,,14
100,20,2010,425073373,,14
100,21,2010,458239925,,14
100,22,2010,377692583,,14
100,23,2010,3049876728,,14
100,24,2010,1271835775,,14
100,25,2010,1051176668,,14
100,26,2010,1373366040,,14
100,27,2010,4285254015,,14
100,28,2010,1432930461,,14
100,29,2010,1623807358,,14
100,30,2010,388522477,30F,14
100,31,2010,1084343221,,14
100,32,2010,...,30F,14
100,33,2010,...,30F,14
100,34,2010,526603637,,14
100,35,2010,261271213,,14
100,36,2010,690405796,,14
100,37,2010,...,,14
100,D,2010,28079209851,,14
100,15,2011,5870776091,,14
100,16,2011,848941099,,14
100,17,2011,519034340,,14
100,18,2011,1505199586,,14
100,19,2011,224677879,,14
100,20,2011,522589370,,14
100,21,2011,567382744,,14
100,22,2011,411672442,,14
100,23,2011,3711928332,,14
100,24,2011,1641712728,,14
100,25,2011,1264168571,,14
100,26,2011,1527240771,,14
100,27,2011,5931211597,,14
100,28,2011,1739831548,,14
100,29,2011,1992949665,,14
100,30,2011,440823686,30F,14
100,31,2011,1306828928,,14
100,32,2011,...,30F,14
100,33,2011,...,30F,14
100,34,2011,779973522,,14
100,35,2011,288668414,,14
100,36,2011,831876956,,14
100,37,2011,...,,14
100,D,2011,34174500767,,14
100,15,2012,5627936007,,14
100,16,2012,867251404,,14
100,17,2012,465162117,,14
100,18,2012,1430964817,,14
100,19,2012,193817549,,14
100,20,2012,503925627,,14
100,21,2012,551887257,,14
100,22,2012,386321080,,14
100,23,2012,3559976790,,14
100,24,2012,1501921750,,14
100,25,2012,1268683683,,14
100,26,2012,1383660195,,14
100,27,2012,4855950856,,14
100,28,2012,1651062711,,14
100,29,2012,1959199763,,14
100,30,2012,401432279,30F,14
100,31,2012,1360007884,,14
100,32,2012,...,30F,14
100,33,2012,...,30F,14
100,34,2012,737820702,,14
100,35,2012,299595940,,14
100,36,2012,808777635,,14
100,37,2012,...,,14
100,D,2012,32775532998,,14
100,15,2013,5986833310,,14
100,16,2013,1100051779,,14
100,17,2013,525934688,,14
100,18,2013,1615128460,,14
100,19,2013,202908996,,14
100,20,2013,552401078,,14
100,21,2013,631121625,,14
100,22,2013,421426376,,14
100,23,2013,3764821541,,14
100,24,2013,1575089562,,14
100,25,2013,1445472110,,14
100,26,2013,1422398846,,14
100,27,2013,5046258501,,14
100,28,2013,1765783300,,14
100,29,2013,2113918132,,14
100,30,2013,432963007,30F,14
100,31,2013,1543872793,,14
100,32,2013,...,30F,14
100,33,2013,...,30F,14
100,34,2013,789241344,,14
100,35,2013,306738682,,14
100,36,2013,890356529,,14
100,37,2013,...,,14
100,D,2013,34661471111,,14
100,15,2014,5938204416,,14
100,16,2014,1094165378,,14
100,17,2014,571163824,,14
100,18,2014,1729093335,,14
100,19,2014,219104412,,14
100,20,2014,584052319,,14
100,21,2014,666810023,,14
100,22,2014,461950789,,14
100,23,2014,3859547337,,14
100,24,2014,1678896039,,14
100,25,2014,1589354917,,14
100,26,2014,1623950351,,14
100,27,2014,4980385746,,14
100,28,2014,2060802492,,14
100,29,2014,2323320782,,14
100,30,2014,494511197,30F,14
100,31,2014,1583928183,,14
100,32,2014,...,30F,14
100,33,2014,...,30F,14
100,34,2014,1053464868,,14
100,35,2014,367661274,,14
100,36,2014,972742190,,14
100,37,2014,...,,14
100,D,2014,35533580295,,14
100,15,2015,5198934482,,14
100,16,2015,952165042,,14
100,17,2015,509521650,,14
100,18,2015,1428814328,,14
100,19,2015,183065065,,14
100,20,2015,532192247,,14
100,21,2015,684652006,,14
100,22,2015,365563364,,14
100,23,2015,3338720002,,14
100,24,2015,1569938789,,14
100,25,2015,1491725232,,14
100,26,2015,1474155520,,14
100,27,2015,4197460893,,14
100,28,2015,1980843346,,14
100,29,2015,2022217184,,14
100,30,2015,501586942,30F,14
100,31,2015,1505894355,,14
100,32,2015,...,30F,14
100,33,2015,...,30F,14
100,34,2015,1017343006,,14
100,35,2015,327023351,,14
100,36,2015,911924734,,14
100,37,2015,...,,14
100,D,2015,30738494672,,14
100,15,2016,5558125882,,14
100,16,2016,755638158,,14
100,17,2016,536186358,,14
100,18,2016,1488652419,,14
100,19,2016,177031994,,14
100,20,2016,525440007,,14
100,21,2016,697381623,,14
100,22,2016,377253482,,14
100,23,2016,3683170422,,14
100,24,2016,1491480406,,14
100,25,2016,1615911839,,14
100,26,2016,1428133495,,14
100,27,2016,3834184935,,14
100,28,2016,2313859060,,14
100,29,2016,2124383923,,14
100,30,2016,553154280,30F,14
100,31,2016,1633445359,,14
100,32,2016,...,30F,14
100,33,2016,...,30F,14
100,34,2016,1104046171,,14
100,35,2016,321824934,,14
100,36,2016,1022034544,,14
100,37,2016,...,,14
100,D,2016,31241339289,,14
100,15,2017,6151863296,,14
100,16,2017,836357929,,14
100,17,2017,593463560,,14
100,18,2017,1647675200,,14
100,19,2017,195943137,,14
100,20,2017,581569248,,14
100,21,2017,771878238,,14
100,22,2017,417552948,,14
100,23,2017,3755824967,,14
100,24,2017,1650805283,,14
100,25,2017,1788528893,,14
100,26,2017,1580691444,,14
100,27,2017,4243765268,,14
100,28,2017,2561033148,,14
100,29,2017,2351317649,,14
100,30,2017,612244053,30F,14
100,31,2017,1807935402,,14
100,32,2017,...,30F,14
100,33,2017,...,30F,14
100,34,2017,1221984039,,14
100,35,2017,356203339,,14
100,36,2017,1131211659,,14
100,37,2017,...,,14
100,D,2017,34257848701,,14
108,15,2010,485908438,,14
108,16,2010,...,,14
108,17,2010,7065620,,14
108,18,2010,...,,14
108,19,2010,1507213,,14
108,20,2010,2650420,,14
108,21,2010,979892,,14
108,22,2010,7712381,,14
108,23,2010,...,,14
108,24,2010,16346965,,14
108,25,2010,...,,14
108,26,2010,4338011,,14
108,27,2010,18363624,,14
108,28,2010,...,,14
108,29,2010,...,,14
108,30,2010,...,,14
108,31,2010,...,,14
108,32,2010,...,,14
108,33,2010,...,,14
108,34,2010,...,,14
108,35,2010,...,,14
108,36,2010,...,,14
108,37,2010,...,,14
108,D,2010,537806944,,14
108,15,2011,548110076,,14
108,16,2011,...,,14
108,17,2011,7456347,,14
108,18,2011,...,,14
108,19,2011,1718377,,14
108,20,2011,2740523,,14
108,21,2011,1074482,,14
108,22,2011,8681494,,14
108,23,2011,...,,14
108,24,2011,22255645,,14
108,25,2011,...,,14
108,26,2011,5840263,,14
108,27,2011,18888672,,14
108,28,2011,...,,14
108,29,2011,...,,14
108,30,2011,...,,14
108,31,2011,...,,14
108,32,2011,...,,14
108,33,2011,...,,14
108,34,2011,...,,14
108,35,2011,...,,14
108,36,2011,...,,14
108,37,2011,...,,14
108,D,2011,609309530,,14
108,15,2012,609985143,,14
108,16,2012,...,,14
108,17,2012,7782292,,14
108,18,2012,...,,14
108,19,2012,1585436,,14
108,20,2012,2790977,,14
108,21,2012,1057188,,14
108,22,2012,8067906,,14
108,23,2012,...,,14
108,24,2012,25751719,,14
108,25,2012,...,,14
108,26,2012,7131341,,14
108,27,2012,20648793,,14
108,28,2012,...,,14
108,29,2012,...,,14
108,30,2012,...,,14
108,31,2012,...,,14
108,32,2012,...,,14
108,33,2012,...,,14
108,34,2012,...,,14
108,35,2012,...,,14
108,36,2012,...,,14
108,37,2012,...,,14
108,D,2012,684800796,,14
108,15,2013,693205167,,14
108,16,2013,...,,14
108,17,2013,11655911,,14
108,18,2013,...,,14
108,19,2013,2579271,,14
108,20,2013,2682801,,14
108,21,2013,760084,,14
108,22,2013,7932013,,14
108,23,2013,...,,14
108,24,2013,29941659,,14
108,25,2013,...,,14
108,26,2013,9438677,,14
108,27,2013,18899218,,14
108,28,2013,...,,14
108,29,2013,...,,14
108,30,2013,...,,14
108,31,2013,...,,14
108,32,2013,...,,14
108,33,2013,...,,14
108,34,2013,...,,14
108,35,2013,...,,14
108,36,2013,...,,14
108,37,2013,...,,14
108,D,2013,777094800,,14
108,15,2014,721046712,,14
108,16,2014,...,,14
108,17,2014,12124053,,14
108,18,2014,...,,14
108,19,2014,2682863,,14
108,20,2014,2790552,,14
108,21,2014,790612,,14
108,22,2014,8250590,,14
108,23,2014,...,,14
108,24,2014,31144221,,14
108,25,2014,...,,14
108,26,2014,9817767,,14
108,27,2014,19658276,,14
108,28,2014,...,,14
108,29,2014,...,,14
108,30,2014,...,,14
108,31,2014,...,,14
108,32,2014,...,,14
108,33,2014,...,,14
108,34,2014,...,,14
108,35,2014,...,,14
108,36,2014,...,,14
108,37,2014,...,,14
108,D,2014,808305647,,14
108,15,2015,713868444,,14
108,16,2015,...,,14
108,17,2015,12003354,,14
108,18,2015,...,,14
108,19,2015,2656154,,14
108,20,2015,2762771,,14
108,21,2015,782741,,14
108,22,2015,8168452,,14
108,23,2015,...,,14
108,24,2015,30834170,,14
108,25,2015,...,,14
108,26,2015,9720028,,14
108,27,2015,19462571,,14
108,28,2015,...,,14
108,29,2015,...,,14
108,30,2015,...,,14
108,31,2015,...,,14
108,32,2015,...,,14
108,33,2015,...,,14
108,34,2015,...,,14
108,35,2015,...,,14
108,36,2015,...,,14
108,37,2015,...,,14
108,D,2015,800258686,,14
124,15,2010,84449655055,,14
124,16,2010,1281231223,,14
124,17,2010,3013416323,,14
124,18,2010,2380088394,,14
124,19,2010,358982025,,14
124,20,2010,19652587018,,14
124,21,2010,24474324937,,14
124,22,2010,9004014899,,14
124,23,2010,66667588527,,14
124,24,2010,42117217372,,14
124,25,2010,21217657788,,14
124,26,2010,12611105233,,14
124,27,2010,42149728732,,14
124,28,2010,27837926619,,14
124,29,2010,41594120542,29P,14
124,30,2010,...,29P,14
124,31,2010,9016017853,,14
124,32,2010,...,29P,14
124,33,2010,...,29P,14
124,34,2010,64889460212,,14
124,35,2010,18332840531,,14
124,36,2010,20212915820,,14
124,37,2010,...,,14
124,D,2010,511260879104,,14
124,15,2011,92206136038,,14
124,16,2011,1405319288,,14
124,17,2011,3008957779,,14
124,18,2011,2457210537,,14
124,19,2011,417467467,,14
124,20,2011,20113047494,,14
124,21,2011,24807211699,,14
124,22,2011,9093872754,,14
124,23,2011,81876804264,,14
124,24,2011,47557485314,,14
124,25,2011,23365931941,,14
124,26,2011,13112639220,,14
124,27,2011,49702019442,,14
124,28,2011,31389653280,,14
124,29,2011,48675906061,29P,14
124,30,2011,...,29P,14
124,31,2011,10101612784,,14
124,32,2011,...,29P,14
124,33,2011,...,29P,14
124,34,2011,70857512296,,14
124,35,2011,21517921116,,14
124,36,2011,22238736331,,14
124,37,2011,...,,14
124,D,2011,573905445105,,14
124,15,2012,93360500727,,14
124,16,2012,1448346057,,14
124,17,2012,3121728844,,14
124,18,2012,2269936188,,14
124,19,2012,386586909,,14
124,20,2012,21471461827,,14
124,21,2012,23158934054,,14
124,22,2012,8990926632,,14
124,23,2012,85590088152,,14
124,24,2012,48518937377,,14
124,25,2012,23964532200,,14
124,26,2012,13708237089,,14
124,27,2012,46675246300,,14
124,28,2012,33426270131,,14
124,29,2012,49705888181,29P,14
124,30,2012,...,29P,14
124,31,2012,9885001621,,14
124,32,2012,...,29P,14
124,33,2012,...,29P,14
124,34,2012,80455991265,,14
124,35,2012,21800410934,,14
124,36,2012,21510191275,,14
124,37,2012,...,,14
124,D,2012,589449215763,,14
124,15,2013,93401752967,,14
124,16,2013,1445433420,,14
124,17,2013,2962852873,,14
124,18,2013,1988004432,,14
124,19,2013,483834193,,14
124,20,2013,24478277758,,14
124,21,2013,22495126709,,14
124,22,2013,8612049753,,14
124,23,2013,82517902072,,14
124,24,2013,48230952314,,14
124,25,2013,24031651869,,14
124,26,2013,13226902972,,14
124,27,2013,43304475542,,14
124,28,2013,32864550975,,14
124,29,2013,46409397192,29P,14
124,30,2013,...,29P,14
124,31,2013,8750854780,,14
124,32,2013,...,29P,14
124,33,2013,...,29P,14
124,34,2013,79661063297,,14
124,35,2013,22376793679,,14
124,36,2013,21635970002,,14
124,37,2013,...,,14
124,D,2013,578877844857,,14
124,15,2014,90218696236,,14
124,16,2014,1382600205,,14
124,17,2014,2987635894,,14
124,18,2014,2048826287,,14
124,19,2014,512558934,,14
124,20,2014,23876528901,,14
124,21,2014,22920910763,,14
124,22,2014,7731130408,,14
124,23,2014,76470447200,,14
124,24,2014,47226744296,,14
124,25,2014,23374768218,,14
124,26,2014,13086745833,,14
124,27,2014,43320134164,,14
124,28,2014,31493973899,,14
124,29,2014,42806085317,29P,14
124,30,2014,...,29P,14
124,31,2014,8047101315,,14
124,32,2014,...,29P,14
124,33,2014,...,29P,14
124,34,2014,79465388006,,14
124,35,2014,26192375950,,14
124,36,2014,19746182324,,14
124,37,2014,...,,14
124,D,2014,562908834152,,14
124,15,2015,79192938305,,14
124,16,2015,1353092570,,14
124,17,2015,2577498362,,14
124,18,2015,1678648548,,14
124,19,2015,445049558,,14
124,20,2015,21433843224,,14
124,21,2015,20218399997,,14
124,22,2015,7065086491,,14
124,23,2015,46473614219,,14
124,24,2015,40364010420,,14
124,25,2015,21417054049,,14
124,26,2015,11250564851,,14
124,27,2015,35419524540,,14
124,28,2015,27106072404,,14
124,29,2015,36129563958,29P,14
124,30,2015,...,29P,14
124,31,2015,7622874870,,14
124,32,2015,...,29P,14
124,33,2015,...,29P,14
124,34,2015,77053551018,,14
124,35,2015,25371909736,,14
124,36,2015,18743255794,,14
124,37,2015,...,,14
124,D,2015,480916556824,,14
124,15,2016,80738916553,,14
124,16,2016,1460217293,,14
124,17,2016,2454006338,,14
124,18,2016,1885338011,,14
124,19,2016,293423118,,14
124,20,2016,22585538705,,14
124,21,2016,19219482420,,14
124,22,2016,7033580051,,14
124,23,2016,38157400785,,14
124,24,2016,37906725517,,14
124,25,2016,21373105478,,14
124,26,2016,10867624113,,14
124,27,2016,33818292591,,14
124,28,2016,26166042704,,14
124,29,2016,34967429455,29P,14
124,30,2016,...,29P,14
124,31,2016,7415990644,,14
124,32,2016,...,29P,14
124,33,2016,...,29P,14
124,34,2016,79427896484,,14
124,35,2016,23810490418,,14
124,36,2016,18501140033,,14
124,37,2016,...,,14
124,D,2016,468082639958,,14
124,15,2017,86409118273,,14
124,16,2017,1562766682,,14
124,17,2017,2626348394,,14
124,18,2017,2017743142,,14
124,19,2017,314029887,,14
124,20,2017,24171695243,,14
124,21,2017,20569244677,,14
124,22,2017,7527540329,,14
124,23,2017,40837151376,,14
124,24,2017,40568871471,,14
124,25,2017,22874114217,,14
124,26,2017,11630844919,,14
124,27,2017,36193312580,,14
124,28,2017,28003653940,,14
124,29,2017,37423152011,29P,14
124,30,2017,...,29P,14
124,31,2017,7936807180,,14
124,32,2017,...,29P,14
124,33,2017,...,29P,14
124,34,2017,85006026760,,14
124,35,2017,25482673912,,14
124,36,2017,19800453926,,14
124,37,2017,...,,14
124,D,2017,500955548913,,14
152,15,2010,20513709139,,14
152,16,2010,...,,14
152,17,2010,459006445,,14
152,18,2010,404998334,,14
152,19,2010,370516620,,14
152,20,2010,2557258707,,14
152,21,2010,5512864953,,14
152,22,2010,719008952,,14
152,23,2010,...,,14
152,24,2010,13557484161,,14
152,25,2010,2282421903,,14
152,26,2010,2350351951,,14
152,27,2010,3585913987,,14
152,28,2010,1911630632,,14
152,29,2010,1248165805,,14
152,30,2010,38008491,,14
152,31,2010,247216061,,14
152,32,2010,4681446,,14
152,33,2010,49298889,,14
152,34,2010,284007446,,14
152,35,2010,274472398,,14
152,36,2010,666085605,,14
152,37,2010,6953211,,14
152,D,2010,...,,14
152,15,2011,24338110375,,14
152,16,2011,...,,14
152,17,2011,456462730,,14
152,18,2011,396738656,,14
152,19,2011,458506328,,14
152,20,2011,2838921625,,14
152,21,2011,6214190017,,14
152,22,2011,715594520,,14
152,23,2011,...,,14
152,24,2011,15314278921,,14
152,25,2011,2221035629,,14
152,26,2011,2987598660,,14
152,27,2011,4086565668,,14
152,28,2011,2632535264,,14
152,29,2011,1709901301,,14
152,30,2011,46522784,,14
152,31,2011,358393744,,14
152,32,2011,8977297,,14
152,33,2011,78809354,,14
152,34,2011,395703402,,14
152,35,2011,509373756,,14
152,36,2011,718123181,,14
152,37,2011,1265539,,14
152,D,2011,...,,14
152,15,2012,21660385587,,14
152,16,2012,...,,14
152,17,2012,332464530,,14
152,18,2012,331948891,,14
152,19,2012,404395225,,14
152,20,2012,2915070203,,14
152,21,2012,5849733031,,14
152,22,2012,604810663,,14
152,23,2012,...,,14
152,24,2012,15965511125,,14
152,25,2012,2191159054,,14
152,26,2012,3074134827,,14
152,27,2012,1919888813,,14
152,28,2012,2334609962,,14
152,29,2012,1502753211,,14
152,30,2012,40242963,,14
152,31,2012,381311900,,14
152,32,2012,8701150,,14
152,33,2012,55128657,,14
152,34,2012,191737720,,14
152,35,2012,302603345,,14
152,36,2012,720623956,,14
152,37,2012,...,,14
152,D,2012,...,,14
152,15,2013,35716419747,,14
152,16,2013,...,,14
152,17,2013,255039203,,14
152,18,2013,319904455,,14
152,19,2013,558625381,,14
152,20,2013,2397472288,,14
152,21,2013,4982152485,,14
152,22,2013,777207913,,14
152,23,2013,...,,14
152,24,2013,8202266226,,14
152,25,2013,4168817013,,14
152,26,2013,3275634649,,14
152,27,2013,1591217761,,14
152,28,2013,7620798892,,14
152,29,2013,2943288568,,14
152,30,2013,49447489,30F,14
152,31,2013,818631542,,14
152,32,2013,...,30F,14
152,33,2013,...,30F,14
152,34,2013,273968162,,14
152,35,2013,141186815,,14
152,36,2013,632703735,,14
152,37,2013,...,,14
152,D,2013,76111730875,,14
152,15,2014,24174047736,,14
152,16,2014,...,,14
152,17,2014,319878269,,14
152,18,2014,266330280,,14
152,19,2014,392607522,,14
152,20,2014,2184724989,,14
152,21,2014,6286724319,,14
152,22,2014,941589690,,14
152,23,2014,...,,14
152,24,2014,8038305147,,14
152,25,2014,1931844387,,14
152,26,2014,2050447371,,14
152,27,2014,2544391232,,14
152,28,2014,2794682188,,14
152,29,2014,4825099690,,14
152,30,2014,77975172,30F,14
152,31,2014,778338544,,14
152,32,2014,...,30F,14
152,33,2014,...,30F,14
152,34,2014,75550337,,14
152,35,2014,105754692,,14
152,36,2014,445892514,,14
152,37,2014,...,,14
152,D,2014,58234185833,,14
152,15,2015,22158094855,,14
152,16,2015,...,,14
152,17,2015,379514458,,14
152,18,2015,303162401,,14
152,19,2015,340890884,,14
152,20,2015,4443019789,,14
152,21,2015,6048534363,,14
152,22,2015,613721670,,14
152,23,2015,...,,14
152,24,2015,4347283118,,14
152,25,2015,2756762890,,14
152,26,2015,3780839233,,14
152,27,2015,1292774790,,14
152,28,2015,...,,14
152,29,2015,4074691164,,14
152,30,2015,...,,14
152,31,2015,719271216,,14
152,32,2015,...,,14
152,33,2015,...,,14
152,34,2015,232885048,,14
152,35,2015,...,,14
152,36,2015,553670736,,14
152,37,2015,...,,14
152,D,2015,56728337800,,14
152,15,2016,45908424333,,14
152,16,2016,...,,14
152,17,2016,340128993,,14
152,18,2016,349121058,,14
152,19,2016,315447153,,14
152,20,2016,3329030022,,14
152,21,2016,5895481413,,14
152,22,2016,540022958,,14
152,23,2016,...,,14
152,24,2016,8474179146,,14
152,25,2016,2689779809,,14
152,26,2016,2379802371,,14
152,27,2016,1419478664,,14
152,28,2016,2259598522,,14
152,29,2016,2390871747,,14
152,30,2016,575059857,30F,14
152,31,2016,823056921,,14
152,32,2016,...,30F,14
152,33,2016,...,30F,14
152,34,2016,219915732,,14
152,35,2016,82758184,,14
152,36,2016,537741184,,14
152,37,2016,...,,14
152,D,2016,84519007550,,14
152,15,2017,45520191409,,14
152,16,2017,...,,14
152,17,2017,337252631,,14
152,18,2017,...,,14
152,19,2017,312779517,,14
152,20,2017,3300877476,,14
152,21,2017,5845625204,,14
152,22,2017,535456155,,14
152,23,2017,...,,14
152,24,2017,11567847691,,14
152,25,2017,2667033198,,14
152,26,2017,2359677140,,14
152,27,2017,1407474585,,14
152,28,2017,...,,14
152,29,2017,2370652906,,14
152,30,2017,570196759,30F,14
152,31,2017,816096591,,14
152,32,2017,...,30F,14
152,33,2017,...,30F,14
152,34,2017,218055975,,14
152,35,2017,82058325,,14
152,36,2017,533193678,,14
152,37,2017,...,,14
152,D,2017,89206681362,,14
156,15,2010,814399693720,,14
156,16,2010,83130965697,,14
156,17,2010,429362260200,,14
156,18,2010,186716805492,,14
156,19,2010,109851469713,,14
156,20,2010,110080116462,,14
156,21,2010,153493753350,,14
156,22,2010,51228540550,,14
156,23,2010,432059494239,,14
156,24,2010,942080587935,,14
156,25,2010,276728590843,,14
156,26,2010,454458013411,,14
156,27,2010,1304002100950,,14
156,28,2010,353771172165,,14
156,29,2010,822886653396,,14
156,30,2010,289009343646,,14
156,31,2010,474893685908,,14
156,32,2010,532339704671,,14
156,33,2010,100229695452,,14
156,34,2010,608961327829,,14
156,35,2010,196043909038,,14
156,36,2010,178044476519,,14
156,37,2010,35179842928,,14
156,D,2010,8938952204115,,14
156,15,2011,1044918014672,,14
156,16,2011,103196939516,,14
156,17,2011,465226827184,,14
156,18,2011,265054141780,,14
156,19,2011,131539755483,,14
156,20,2011,141626483546,,14
156,21,2011,186548367312,,14
156,22,2011,59386104783,,14
156,23,2011,580704271062,,14
156,24,2011,1297120883342,,14
156,25,2011,338915765335,,14
156,26,2011,608515937804,,14
156,27,2011,1663168902513,,14
156,28,2011,398063843456,,14
156,29,2011,850410301943,,14
156,30,2011,1075113971902,30F,14
156,31,2011,785922100280,,14
156,32,2011,...,30F,14
156,33,2011,...,30F,14
156,34,2011,739845059809,,14
156,35,2011,236133128405,,14
156,36,2011,215247294691,,14
156,37,2011,...,,14
156,D,2011,11186658094818,,14
156,15,2012,1257296470259,,14
156,16,2012,119948044566,,14
156,17,2012,527287929835,,14
156,18,2012,300781818703,,14
156,19,2012,146983215239,,14
156,20,2012,171247777961,,14
156,21,2012,202648371054,,14
156,22,2012,71849980031,,14
156,23,2012,626127455570,,14
156,24,2012,1493996276812,,14
156,25,2012,391877931662,,14
156,26,2012,696874515334,,14
156,27,2012,1787396672514,,14
156,28,2012,458515575778,,14
156,29,2012,991071922220,,14
156,30,2012,1214374621871,30F,14
156,31,2012,878223788257,,14
156,32,2012,...,30F,14
156,33,2012,...,30F,14
156,34,2012,822535661538,,14
156,35,2012,242438730656,,14
156,36,2012,254684123921,,14
156,37,2012,...,,14
156,D,2012,12656160883781,,14
156,15,2013,1479941437351,,14
156,16,2013,134092874512,,14
156,17,2013,605817560983,,14
156,18,2013,345082554871,,14
156,19,2013,166945351965,,14
156,20,2013,205013494717,,14
156,21,2013,214284515309,,14
156,22,2013,97078840071,,14
156,23,2013,663571269246,,14
156,24,2013,1724918242449,,14
156,25,2013,462750320461,,14
156,26,2013,838753708586,,14
156,27,2013,1989890018300,,14
156,28,2013,538188870514,,14
156,29,2013,1154206152016,,14
156,30,2013,1381844804139,30F,14
156,31,2013,1014041542617,,14
156,32,2013,...,30F,14
156,33,2013,...,30F,14
156,34,2013,974080491846,,14
156,35,2013,255561627811,,14
156,36,2013,308333540464,,14
156,37,2013,...,,14
156,D,2013,14554397218226,,14
156,15,2014,1597631064320,,14
156,16,2014,145889904571,,14
156,17,2014,649115462134,,14
156,18,2014,377547475891,,14
156,19,2014,184274300009,,14
156,20,2014,228856369255,,14
156,21,2014,227526331365,,14
156,22,2014,110122286656,,14
156,23,2014,671136045410,,14
156,24,2014,1893892406104,,14
156,25,2014,503204722310,,14
156,26,2014,934928413002,,14
156,27,2014,2045188895982,,14
156,28,2014,595947966561,,14
156,29,2014,1246792754671,,14
156,30,2014,1495916453241,30F,14
