"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes","Value Footnotes"
"Albania","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","1000","lek","2008","Western calendar year","155607272532.651","",""
"Albania","2.1","Industries","Hotels and restaurants","H","2013","1000","lek","2008","Western calendar year","23778367570.4947","",""
"Albania","2.1","Industries","Transport, storage and communications","I","2013","1000","lek","2008","Western calendar year","72520866041.5518","",""
"Albania","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","1000","lek","2008","Western calendar year","40485701105.5168","",""
"Albania","2.1","Industries","Post and telecommunications","64","2013","1000","lek","2008","Western calendar year","32035164936.035","",""
"Albania","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","1000","lek","2008","Western calendar year","159981545842.634","",""
"Albania","2.1","Industries","Financial intermediation","J","2013","1000","lek","2008","Western calendar year","30359199883.0327","",""
"Albania","2.1","Industries","Real estate, renting and business activities","K","2013","1000","lek","2008","Western calendar year","129622345959.602","",""
"Albania","2.1","Industries","Public administration and defence; compulsory social security","L","2013","1000","lek","2008","Western calendar year","52779273729.1234","",""
"Albania","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","1000","lek","2008","Western calendar year","133314620588.791","",""
"Albania","2.1","Industries","Education","M","2013","1000","lek","2008","Western calendar year","57308878457.7498","",""
"Albania","2.1","Industries","Health and social work","N","2013","1000","lek","2008","Western calendar year","36829157794.8111","",""
"Albania","2.1","Industries","Other community, social and personal services","O","2013","1000","lek","2008","Western calendar year","39176584336.2302","",""
"Albania","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","1000","lek","2008","Western calendar year","1188536463160.06","",""
"Albania","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","1000","lek","2008","Western calendar year","176245355068.091","",""
"Albania","2.1","Industries","Plus: Taxes on products","D.21","2013","1000","lek","2008","Western calendar year","179092346282.36","",""
"Albania","2.1","Industries","Less: Subsidies on products","D.31","2013","1000","lek","2008","Western calendar year","2846991214.26889","",""
"Albania","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","1000","lek","2008","Western calendar year","1364781818228.15","4","4"
"Algeria","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","100","Algerian dinar","1993","Western calendar year","1640006134176.86","",""
"Algeria","2.1","Industries","Mining and quarrying","C","2013","100","Algerian dinar","1993","Western calendar year","5048595428056.34","",""
"Algeria","2.1","Industries","Manufacturing","D","2013","100","Algerian dinar","1993","Western calendar year","617175429741.395","",""
"Algeria","2.1","Industries","Electricity, gas and water supply","E","2013","100","Algerian dinar","1993","Western calendar year","132168598582.685","",""
"Algeria","2.1","Industries","Construction","F","2013","100","Algerian dinar","1993","Western calendar year","1569313549831.59","",""
"Algeria","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","100","Algerian dinar","1993","Western calendar year","2041286980178.41","",""
"Algeria","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","100","Algerian dinar","1993","Western calendar year","1870580980178.41","",""
"Algeria","2.1","Industries","Hotels and restaurants","H","2013","100","Algerian dinar","1993","Western calendar year","170706000000","",""
"Algeria","2.1","Industries","Transport, storage and communications","I","2013","100","Algerian dinar","1993","Western calendar year","1463055096801.81","",""
"Algeria","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","100","Algerian dinar","1993","Western calendar year","816365069390.977","",""
"Algeria","2.1","Industries","Financial intermediation","J","2013","100","Algerian dinar","1993","Western calendar year","534657311058.824","",""
"Algeria","2.1","Industries","Real estate, renting and business activities","K","2013","100","Algerian dinar","1993","Western calendar year","281707758332.154","",""
"Algeria","2.1","Industries","Public administration and defence; compulsory social security","L","2013","100","Algerian dinar","1993","Western calendar year","2538308154016.56","",""
"Algeria","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","100","Algerian dinar","1993","Western calendar year","167113800000","",""
"Algeria","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","100","Algerian dinar","1993","Western calendar year","16033388240776.6","",""
"Algeria","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","100","Algerian dinar","1993","Western calendar year","456091000000","",""
"Algeria","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","100","Algerian dinar","1993","Western calendar year","1239649800000","",""
"Algeria","2.1","Industries","Plus: Statistical discrepancy","","2013","100","Algerian dinar","1993","Western calendar year","-169028062677.646","",""
"Algeria","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","100","Algerian dinar","1993","Western calendar year","16647918978099","",""
"Andorra","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","100","Euro","1993","Western calendar year","14268801.445501","",""
"Andorra","2.1","Industries","Agriculture, hunting, forestry","A","2013","100","Euro","1993","Western calendar year","14268801.445501","",""
"Andorra","2.1","Industries","Agriculture, hunting and related service activities","01","2013","100","Euro","1993","Western calendar year","13575717.8503478","",""
"Andorra","2.1","Industries","Forestry, logging and related service activities","02","2013","100","Euro","1993","Western calendar year","693083.595153162","",""
"Andorra","2.1","Industries","Mining and quarrying","C","2013","100","Euro","1993","Western calendar year","87295.9685960821","",""
"Andorra","2.1","Industries","Manufacturing","D","2013","100","Euro","1993","Western calendar year","79639317.0969053","",""
"Andorra","2.1","Industries","Electricity, gas and water supply","E","2013","100","Euro","1993","Western calendar year","34595304.8630932","",""
"Andorra","2.1","Industries","Construction","F","2013","100","Euro","1993","Western calendar year","139092176.784923","",""
"Andorra","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","100","Euro","1993","Western calendar year","544085735.93639","",""
"Andorra","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","100","Euro","1993","Western calendar year","365253608.075765","",""
"Andorra","2.1","Industries","Hotels and restaurants","H","2013","100","Euro","1993","Western calendar year","178832127.860624","",""
"Andorra","2.1","Industries","Transport, storage and communications","I","2013","100","Euro","1993","Western calendar year","105790800.700623","",""
"Andorra","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","100","Euro","1993","Western calendar year","36357997.046899","",""
"Andorra","2.1","Industries","Post and telecommunications","64","2013","100","Euro","1993","Western calendar year","69432803.6537241","",""
"Andorra","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","100","Euro","1993","Western calendar year","863970976.475831","",""
"Andorra","2.1","Industries","Financial intermediation","J","2013","100","Euro","1993","Western calendar year","479322779.621558","",""
"Andorra","2.1","Industries","Real estate, renting and business activities","K","2013","100","Euro","1993","Western calendar year","384648196.854273","",""
"Andorra","2.1","Industries","Public administration and defence; compulsory social security","L","2013","100","Euro","1993","Western calendar year","226522787.123359","",""
"Andorra","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","100","Euro","1993","Western calendar year","182456664.881498","",""
"Andorra","2.1","Industries","Education","M","2013","100","Euro","1993","Western calendar year","24240926.9344011","",""
"Andorra","2.1","Industries","Health and social work","N","2013","100","Euro","1993","Western calendar year","71228739.1511869","",""
"Andorra","2.1","Industries","Other community, social and personal services","O","2013","100","Euro","1993","Western calendar year","86986998.7959097","",""
"Andorra","2.1","Industries","Private households with employed persons","P","2013","100","Euro","1993","Western calendar year","35731369.1950697","",""
"Andorra","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","100","Euro","1993","Western calendar year","2227281255.58704","",""
"Andorra","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","100","Euro","1993","Western calendar year","244409666.418","5","5"
"Andorra","2.1","Industries","Plus: Taxes on products","D.21","2013","100","Euro","1993","Western calendar year","270490917.018","",""
"Andorra","2.1","Industries","Less: Subsidies on products","D.31","2013","100","Euro","1993","Western calendar year","26081250.6","",""
"Andorra","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","100","Euro","1993","Western calendar year","2471690922.00504","",""
"Andorra","2.1","","Memorandum Item: FISIM, if distributed to uses","P.119","2013","100","Euro","1993","Western calendar year","60937898.2188599","",""
"Angola","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","200","(second) Kwanza","1993","Western calendar year","858663871881.937","",""
"Angola","2.1","Industries","Agriculture, hunting, forestry","A","2013","200","(second) Kwanza","1993","Western calendar year","579731956953.811","",""
"Angola","2.1","Industries","Fishing","B","2013","200","(second) Kwanza","1993","Western calendar year","278931914928.126","",""
"Angola","2.1","Industries","Mining and quarrying","C","2013","200","(second) Kwanza","1993","Western calendar year","4733397757083.78","",""
"Angola","2.1","Industries","Manufacturing","D","2013","200","(second) Kwanza","1993","Western calendar year","682968698343.836","",""
"Angola","2.1","Industries","Electricity, gas and water supply","E","2013","200","(second) Kwanza","1993","Western calendar year","59333838610.7775","",""
"Angola","2.1","Industries","Construction","F","2013","200","(second) Kwanza","1993","Western calendar year","1565530185222.62","",""
"Angola","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","200","(second) Kwanza","1993","Western calendar year","2419326599587.82","",""
"Angola","2.1","Industries","Transport, storage and communications","I","2013","200","(second) Kwanza","1993","Western calendar year","631091493161.964","",""
"Angola","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","200","(second) Kwanza","1993","Western calendar year","301195352582.513","",""
"Angola","2.1","Industries","Post and telecommunications","64","2013","200","(second) Kwanza","1993","Western calendar year","329896140579.451","",""
"Angola","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","200","(second) Kwanza","1993","Western calendar year","1028468515749.64","",""
"Angola","2.1","Industries","Financial intermediation","J","2013","200","(second) Kwanza","1993","Western calendar year","221906802313.172","",""
"Angola","2.1","Industries","Real estate, renting and business activities","K","2013","200","(second) Kwanza","1993","Western calendar year","806561713436.465","",""
"Angola","2.1","Industries","Public administration and defence; compulsory social security","L","2013","200","(second) Kwanza","1993","Western calendar year","1418911984038.64","",""
"Angola","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","200","(second) Kwanza","1993","Western calendar year","147672610029.957","",""
"Angola","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","200","(second) Kwanza","1993","Western calendar year","13545365553711","",""
"Angola","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","200","(second) Kwanza","1993","Western calendar year","171387000000","",""
"Angola","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","200","(second) Kwanza","1993","Western calendar year","-178975000000","",""
"Angola","2.1","Industries","Plus: Taxes on products","D.21","2013","200","(second) Kwanza","1993","Western calendar year","373928000000","",""
"Angola","2.1","Industries","Less: Subsidies on products","D.31","2013","200","(second) Kwanza","1993","Western calendar year","552903000000","",""
"Angola","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","200","(second) Kwanza","1993","Western calendar year","13195003553711","",""
"Anguilla","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","100","EC dollar","1993","Western calendar year","15626091","",""
"Anguilla","2.1","Industries","Agriculture, hunting, forestry","A","2013","100","EC dollar","1993","Western calendar year","2543375","",""
"Anguilla","2.1","Industries","Agriculture, hunting and related service activities","01","2013","100","EC dollar","1993","Western calendar year","2543375","",""
"Anguilla","2.1","Industries","Fishing","B","2013","100","EC dollar","1993","Western calendar year","13082716","",""
"Anguilla","2.1","Industries","Mining and quarrying","C","2013","100","EC dollar","1993","Western calendar year","2428172","",""
"Anguilla","2.1","Industries","Manufacturing","D","2013","100","EC dollar","1993","Western calendar year","14514505","",""
"Anguilla","2.1","Industries","Electricity, gas and water supply","E","2013","100","EC dollar","1993","Western calendar year","31106785","",""
"Anguilla","2.1","Industries","Construction","F","2013","100","EC dollar","1993","Western calendar year","43472121","",""
"Anguilla","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","100","EC dollar","1993","Western calendar year","193973166","",""
"Anguilla","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","100","EC dollar","1993","Western calendar year","56863918","",""
"Anguilla","2.1","Industries","Hotels and restaurants","H","2013","100","EC dollar","1993","Western calendar year","137109248","",""
"Anguilla","2.1","Industries","Transport, storage and communications","I","2013","100","EC dollar","1993","Western calendar year","63751125","",""
"Anguilla","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","100","EC dollar","1993","Western calendar year","41249556","",""
"Anguilla","2.1","Industries","Post and telecommunications","64","2013","100","EC dollar","1993","Western calendar year","22501569","",""
"Anguilla","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","100","EC dollar","1993","Western calendar year","155804760","",""
"Anguilla","2.1","Industries","Financial intermediation","J","2013","100","EC dollar","1993","Western calendar year","60887585","",""
"Anguilla","2.1","Industries","Real estate, renting and business activities","K","2013","100","EC dollar","1993","Western calendar year","94917175","",""
"Anguilla","2.1","Industries","Public administration and defence; compulsory social security","L","2013","100","EC dollar","1993","Western calendar year","70046092","",""
"Anguilla","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","100","EC dollar","1993","Western calendar year","78638323","",""
"Anguilla","2.1","Industries","Education","M","2013","100","EC dollar","1993","Western calendar year","34449681","",""
"Anguilla","2.1","Industries","Health and social work","N","2013","100","EC dollar","1993","Western calendar year","22543412","",""
"Anguilla","2.1","Industries","Other community, social and personal services","O","2013","100","EC dollar","1993","Western calendar year","21645230","",""
"Anguilla","2.1","Industries","Private households with employed persons","P","2013","100","EC dollar","1993","Western calendar year","4220232","",""
"Anguilla","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","100","EC dollar","1993","Western calendar year","648481575","6","6"
"Anguilla","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","100","EC dollar","1993","Western calendar year","25099797","",""
"Anguilla","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","100","EC dollar","1993","Western calendar year","112896054","",""
"Anguilla","2.1","Industries","Plus: Taxes on products","D.21","2013","100","EC dollar","1993","Western calendar year","117546054","",""
"Anguilla","2.1","Industries","Less: Subsidies on products","D.31","2013","100","EC dollar","1993","Western calendar year","4650000","",""
"Anguilla","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","100","EC dollar","1993","Western calendar year","761377629","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","100","EC dollar","1993","Western calendar year","64359000","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry","A","2013","100","EC dollar","1993","Western calendar year","29386000","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting and related service activities","01","2013","100","EC dollar","1993","Western calendar year","28466000","",""
"Antigua and Barbuda","2.1","Industries","Forestry, logging and related service activities","02","2013","100","EC dollar","1993","Western calendar year","920000","",""
"Antigua and Barbuda","2.1","Industries","Fishing","B","2013","100","EC dollar","1993","Western calendar year","34973000","",""
"Antigua and Barbuda","2.1","Industries","Mining and quarrying","C","2013","100","EC dollar","1993","Western calendar year","30321000","",""
"Antigua and Barbuda","2.1","Industries","Manufacturing","D","2013","100","EC dollar","1993","Western calendar year","87377000","",""
"Antigua and Barbuda","2.1","Industries","Electricity, gas and water supply","E","2013","100","EC dollar","1993","Western calendar year","109046000","",""
"Antigua and Barbuda","2.1","Industries","Construction","F","2013","100","EC dollar","1993","Western calendar year","273500000","",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","100","EC dollar","1993","Western calendar year","767492000","",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","100","EC dollar","1993","Western calendar year","404731000","",""
"Antigua and Barbuda","2.1","Industries","Hotels and restaurants","H","2013","100","EC dollar","1993","Western calendar year","362761000","",""
"Antigua and Barbuda","2.1","Industries","Transport, storage and communications","I","2013","100","EC dollar","1993","Western calendar year","315621000","",""
"Antigua and Barbuda","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","100","EC dollar","1993","Western calendar year","207159000","",""
"Antigua and Barbuda","2.1","Industries","Post and telecommunications","64","2013","100","EC dollar","1993","Western calendar year","108462000","",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","100","EC dollar","1993","Western calendar year","622308000","",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation","J","2013","100","EC dollar","1993","Western calendar year","222722000","",""
"Antigua and Barbuda","2.1","Industries","Real estate, renting and business activities","K","2013","100","EC dollar","1993","Western calendar year","399586000","",""
"Antigua and Barbuda","2.1","Industries","Public administration and defence; compulsory social security","L","2013","100","EC dollar","1993","Western calendar year","249542000","",""
"Antigua and Barbuda","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","100","EC dollar","1993","Western calendar year","335128000","",""
"Antigua and Barbuda","2.1","Industries","Education","M","2013","100","EC dollar","1993","Western calendar year","170429000","",""
"Antigua and Barbuda","2.1","Industries","Health and social work","N","2013","100","EC dollar","1993","Western calendar year","88078000","",""
"Antigua and Barbuda","2.1","Industries","Other community, social and personal services","O","2013","100","EC dollar","1993","Western calendar year","76621000","",""
"Antigua and Barbuda","2.1","Industries","Private households with employed persons","P","2013","100","EC dollar","1993","Western calendar year","15653000","",""
"Antigua and Barbuda","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","100","EC dollar","1993","Western calendar year","2805180000","6","6"
"Antigua and Barbuda","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","100","EC dollar","1993","Western calendar year","65167000","",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","100","EC dollar","1993","Western calendar year","423710000","",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes on products","D.21","2013","100","EC dollar","1993","Western calendar year","449710000","",""
"Antigua and Barbuda","2.1","Industries","Less: Subsidies on products","D.31","2013","100","EC dollar","1993","Western calendar year","26000000","",""
"Antigua and Barbuda","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","100","EC dollar","1993","Western calendar year","3228890000","",""
"Argentina","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","1100","Argentine peso","2008","Western calendar year","202670381810.991","",""
"Argentina","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","1000","Argentine peso","2008","Western calendar year","214359842000","",""
"Argentina","2.1","Industries","Agriculture, hunting, forestry","A","2013","1100","Argentine peso","2008","Western calendar year","194918847282.408","",""
"Argentina","2.1","Industries","Agriculture, hunting, forestry","A","2013","1000","Argentine peso","2008","Western calendar year","206050467000","",""
"Argentina","2.1","Industries","Agriculture, hunting and related service activities","01","2013","1100","Argentine peso","2008","Western calendar year","193143361108.31","",""
"Argentina","2.1","Industries","Forestry, logging and related service activities","02","2013","1100","Argentine peso","2008","Western calendar year","1775486174.09745","",""
"Argentina","2.1","Industries","Fishing","B","2013","1100","Argentine peso","2008","Western calendar year","7751534528.58309","",""
"Argentina","2.1","Industries","Fishing","B","2013","1000","Argentine peso","2008","Western calendar year","8309375000","",""
"Argentina","2.1","Industries","Mining and quarrying","C","2013","1100","Argentine peso","2008","Western calendar year","98106554487.3194","",""
"Argentina","2.1","Industries","Mining and quarrying","C","2013","1000","Argentine peso","2008","Western calendar year","118003409000","",""
"Argentina","2.1","Industries","Manufacturing","D","2013","1100","Argentine peso","2008","Western calendar year","502616403786.605","",""
"Argentina","2.1","Industries","Manufacturing","D","2013","1000","Argentine peso","2008","Western calendar year","460936618000","",""
"Argentina","2.1","Industries","Electricity, gas and water supply","E","2013","1100","Argentine peso","2008","Western calendar year","39698752267.5264","",""
"Argentina","2.1","Industries","Electricity, gas and water supply","E","2013","1000","Argentine peso","2008","Western calendar year","96638012000","",""
"Argentina","2.1","Industries","Construction","F","2013","1100","Argentine peso","2008","Western calendar year","163369255421.956","",""
"Argentina","2.1","Industries","Construction","F","2013","1000","Argentine peso","2008","Western calendar year","160029443000","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","1100","Argentine peso","2008","Western calendar year","480107968187.863","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2013","1000","Argentine peso","2008","Western calendar year","398521930000","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","1100","Argentine peso","2008","Western calendar year","412296631489.185","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","1000","Argentine peso","2008","Western calendar year","349117234000","",""
"Argentina","2.1","Industries","Hotels and restaurants","H","2013","1100","Argentine peso","2008","Western calendar year","67811336698.678","",""
"Argentina","2.1","Industries","Hotels and restaurants","H","2013","1000","Argentine peso","2008","Western calendar year","49404696000","",""
"Argentina","2.1","Industries","Transport, storage and communications","I","2013","1100","Argentine peso","2008","Western calendar year","187031929424.045","",""
"Argentina","2.1","Industries","Transport, storage and communications","I","2013","1000","Argentine peso","2008","Western calendar year","187464404000","",""
"Argentina","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","1100","Argentine peso","2008","Western calendar year","110242093343.696","",""
"Argentina","2.1","Industries","Post and telecommunications","64","2013","1100","Argentine peso","2008","Western calendar year","76789836080.3493","",""
"Argentina","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","1100","Argentine peso","2008","Western calendar year","440261256023.703","",""
"Argentina","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2013","1000","Argentine peso","2008","Western calendar year","469623816000","",""
"Argentina","2.1","Industries","Financial intermediation","J","2013","1100","Argentine peso","2008","Western calendar year","120154424377.176","",""
"Argentina","2.1","Industries","Financial intermediation","J","2013","1000","Argentine peso","2008","Western calendar year","93640706000","",""
"Argentina","2.1","Industries","Real estate, renting and business activities","K","2013","1100","Argentine peso","2008","Western calendar year","320106831646.527","",""
"Argentina","2.1","Industries","Real estate, renting and business activities","K","2013","1000","Argentine peso","2008","Western calendar year","375983110000","",""
"Argentina","2.1","Industries","Public administration and defence; compulsory social security","L","2013","1100","Argentine peso","2008","Western calendar year","240661512754.116","",""
"Argentina","2.1","Industries","Public administration and defence; compulsory social security","L","2013","1000","Argentine peso","2008","Western calendar year","232049552000","",""
"Argentina","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","1100","Argentine peso","2008","Western calendar year","431355299984.69","",""
"Argentina","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2013","1000","Argentine peso","2008","Western calendar year","508619733000","",""
"Argentina","2.1","Industries","Education","M","2013","1100","Argentine peso","2008","Western calendar year","170754889265.749","",""
