"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes","Value Footnotes"
"Algeria","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","100","Algerian dinar","1993","Western calendar year","202438700000","",""
"Algeria","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","100","Algerian dinar","1993","Western calendar year","16014756336829.5","",""
"Algeria","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","100","Algerian dinar","1993","Western calendar year","460749960052.905","",""
"Algeria","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","Algerian dinar","1993","Western calendar year","1353736250000","",""
"Algeria","2.1","Industries","Plus: Statistical discrepancy","","2015","100","Algerian dinar","1993","Western calendar year","-195056855913.693","",""
"Algeria","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","Algerian dinar","1993","Western calendar year","16712685770862.9","",""
"Andorra","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","100","Euro","1993","Western calendar year","11918578.5623463","",""
"Andorra","2.1","Industries","Agriculture, hunting, forestry","A","2015","100","Euro","1993","Western calendar year","11918578.5623463","",""
"Andorra","2.1","Industries","Agriculture, hunting and related service activities","01","2015","100","Euro","1993","Western calendar year","11305757.5871746","",""
"Andorra","2.1","Industries","Forestry, logging and related service activities","02","2015","100","Euro","1993","Western calendar year","612820.975171744","",""
"Andorra","2.1","Industries","Mining and quarrying","C","2015","100","Euro","1993","Western calendar year","146694.997082841","",""
"Andorra","2.1","Industries","Manufacturing","D","2015","100","Euro","1993","Western calendar year","82272025.0844548","",""
"Andorra","2.1","Industries","Electricity, gas and water supply","E","2015","100","Euro","1993","Western calendar year","33444984.2204385","",""
"Andorra","2.1","Industries","Construction","F","2015","100","Euro","1993","Western calendar year","132156123.780186","",""
"Andorra","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","100","Euro","1993","Western calendar year","552222008.886015","",""
"Andorra","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2015","100","Euro","1993","Western calendar year","374754589.654944","",""
"Andorra","2.1","Industries","Hotels and restaurants","H","2015","100","Euro","1993","Western calendar year","177467419.231071","",""
"Andorra","2.1","Industries","Transport, storage and communications","I","2015","100","Euro","1993","Western calendar year","117329707.157883","",""
"Andorra","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2015","100","Euro","1993","Western calendar year","39230156.1901983","",""
"Andorra","2.1","Industries","Post and telecommunications","64","2015","100","Euro","1993","Western calendar year","78099550.9676845","",""
"Andorra","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","100","Euro","1993","Western calendar year","905903629.429863","",""
"Andorra","2.1","Industries","Financial intermediation","J","2015","100","Euro","1993","Western calendar year","508520696.130744","",""
"Andorra","2.1","Industries","Real estate, renting and business activities","K","2015","100","Euro","1993","Western calendar year","397382933.299119","",""
"Andorra","2.1","Industries","Public administration and defence; compulsory social security","L","2015","100","Euro","1993","Western calendar year","225485533.675107","",""
"Andorra","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","100","Euro","1993","Western calendar year","192450203.262429","",""
"Andorra","2.1","Industries","Education","M","2015","100","Euro","1993","Western calendar year","24333973.253986","",""
"Andorra","2.1","Industries","Health and social work","N","2015","100","Euro","1993","Western calendar year","73340300.6029289","",""
"Andorra","2.1","Industries","Other community, social and personal services","O","2015","100","Euro","1993","Western calendar year","94775929.4055137","",""
"Andorra","2.1","Industries","Private households with employed persons","P","2015","100","Euro","1993","Western calendar year","33832839.3545187","",""
"Andorra","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","100","Euro","1993","Western calendar year","2288264226.80812","",""
"Andorra","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","Euro","1993","Western calendar year","246852992.581813","4","4"
"Andorra","2.1","Industries","Plus: Taxes on products","D.21","2015","100","Euro","1993","Western calendar year","271068177.181813","",""
"Andorra","2.1","Industries","Less: Subsidies on products","D.31","2015","100","Euro","1993","Western calendar year","24215184.6","",""
"Andorra","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","Euro","1993","Western calendar year","2535117219.38993","",""
"Andorra","2.1","","Memorandum Item: FISIM, if distributed to uses","P.119","2015","100","Euro","1993","Western calendar year","95157050.6721651","",""
"Angola","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","200","(second) Kwanza","1993","Western calendar year","1272620091548.28","",""
"Angola","2.1","Industries","Agriculture, hunting, forestry","A","2015","200","(second) Kwanza","1993","Western calendar year","798026616953.96","",""
"Angola","2.1","Industries","Fishing","B","2015","200","(second) Kwanza","1993","Western calendar year","474593474594.316","",""
"Angola","2.1","Industries","Mining and quarrying","C","2015","200","(second) Kwanza","1993","Western calendar year","3146119228066.24","",""
"Angola","2.1","Industries","Manufacturing","D","2015","200","(second) Kwanza","1993","Western calendar year","835127584896.642","",""
"Angola","2.1","Industries","Electricity, gas and water supply","E","2015","200","(second) Kwanza","1993","Western calendar year","70885436683.5481","",""
"Angola","2.1","Industries","Construction","F","2015","200","(second) Kwanza","1993","Western calendar year","1797656136573.52","",""
"Angola","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","200","(second) Kwanza","1993","Western calendar year","2942175585333","",""
"Angola","2.1","Industries","Transport, storage and communications","I","2015","200","(second) Kwanza","1993","Western calendar year","740820207090.965","",""
"Angola","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2015","200","(second) Kwanza","1993","Western calendar year","376744011198.018","",""
"Angola","2.1","Industries","Post and telecommunications","64","2015","200","(second) Kwanza","1993","Western calendar year","364076195892.946","",""
"Angola","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","200","(second) Kwanza","1993","Western calendar year","1213394306282.59","",""
"Angola","2.1","Industries","Financial intermediation","J","2015","200","(second) Kwanza","1993","Western calendar year","270996775614.726","",""
"Angola","2.1","Industries","Real estate, renting and business activities","K","2015","200","(second) Kwanza","1993","Western calendar year","942397530667.868","",""
"Angola","2.1","Industries","Public administration and defence; compulsory social security","L","2015","200","(second) Kwanza","1993","Western calendar year","1713187623871.6","",""
"Angola","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","200","(second) Kwanza","1993","Western calendar year","178618333061.036","",""
"Angola","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","200","(second) Kwanza","1993","Western calendar year","13910604533407.4","",""
"Angola","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","200","(second) Kwanza","1993","Western calendar year","220685336127.026","",""
"Angola","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","200","(second) Kwanza","1993","Western calendar year","260371652158.49","",""
"Angola","2.1","Industries","Plus: Taxes on products","D.21","2015","200","(second) Kwanza","1993","Western calendar year","484769544277","",""
"Angola","2.1","Industries","Less: Subsidies on products","D.31","2015","200","(second) Kwanza","1993","Western calendar year","224397892118.51","",""
"Angola","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","200","(second) Kwanza","1993","Western calendar year","13950290849438.9","",""
"Anguilla","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","100","EC dollar","1993","Western calendar year","17664773","",""
"Anguilla","2.1","Industries","Agriculture, hunting, forestry","A","2015","100","EC dollar","1993","Western calendar year","2999376","",""
"Anguilla","2.1","Industries","Agriculture, hunting and related service activities","01","2015","100","EC dollar","1993","Western calendar year","2999376","",""
"Anguilla","2.1","Industries","Fishing","B","2015","100","EC dollar","1993","Western calendar year","14665397","",""
"Anguilla","2.1","Industries","Mining and quarrying","C","2015","100","EC dollar","1993","Western calendar year","3714207","",""
"Anguilla","2.1","Industries","Manufacturing","D","2015","100","EC dollar","1993","Western calendar year","17622678","",""
"Anguilla","2.1","Industries","Electricity, gas and water supply","E","2015","100","EC dollar","1993","Western calendar year","33664078","",""
"Anguilla","2.1","Industries","Construction","F","2015","100","EC dollar","1993","Western calendar year","66422075","",""
"Anguilla","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","100","EC dollar","1993","Western calendar year","211668270","",""
"Anguilla","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2015","100","EC dollar","1993","Western calendar year","66149685","",""
"Anguilla","2.1","Industries","Hotels and restaurants","H","2015","100","EC dollar","1993","Western calendar year","145518585","",""
"Anguilla","2.1","Industries","Transport, storage and communications","I","2015","100","EC dollar","1993","Western calendar year","75930506","",""
"Anguilla","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2015","100","EC dollar","1993","Western calendar year","54234710","",""
"Anguilla","2.1","Industries","Post and telecommunications","64","2015","100","EC dollar","1993","Western calendar year","21695796","",""
"Anguilla","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","100","EC dollar","1993","Western calendar year","189282965","",""
"Anguilla","2.1","Industries","Financial intermediation","J","2015","100","EC dollar","1993","Western calendar year","88854247","",""
"Anguilla","2.1","Industries","Real estate, renting and business activities","K","2015","100","EC dollar","1993","Western calendar year","100428718","",""
"Anguilla","2.1","Industries","Public administration and defence; compulsory social security","L","2015","100","EC dollar","1993","Western calendar year","74219313","",""
"Anguilla","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","100","EC dollar","1993","Western calendar year","77813251","",""
"Anguilla","2.1","Industries","Education","M","2015","100","EC dollar","1993","Western calendar year","33347309","",""
"Anguilla","2.1","Industries","Health and social work","N","2015","100","EC dollar","1993","Western calendar year","22420024","",""
"Anguilla","2.1","Industries","Other community, social and personal services","O","2015","100","EC dollar","1993","Western calendar year","22045918","",""
"Anguilla","2.1","Industries","Private households with employed persons","P","2015","100","EC dollar","1993","Western calendar year","4416646","",""
"Anguilla","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","100","EC dollar","1993","Western calendar year","737715525","5","5"
"Anguilla","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","100","EC dollar","1993","Western calendar year","34703237","",""
"Anguilla","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","EC dollar","1993","Western calendar year","125600331","",""
"Anguilla","2.1","Industries","Plus: Taxes on products","D.21","2015","100","EC dollar","1993","Western calendar year","130230331","",""
"Anguilla","2.1","Industries","Less: Subsidies on products","D.31","2015","100","EC dollar","1993","Western calendar year","4630000","",""
"Anguilla","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","EC dollar","1993","Western calendar year","863315856","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","100","EC dollar","1993","Western calendar year","61709000","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting, forestry","A","2015","100","EC dollar","1993","Western calendar year","30278000","",""
"Antigua and Barbuda","2.1","Industries","Agriculture, hunting and related service activities","01","2015","100","EC dollar","1993","Western calendar year","29358000","",""
"Antigua and Barbuda","2.1","Industries","Forestry, logging and related service activities","02","2015","100","EC dollar","1993","Western calendar year","920000","",""
"Antigua and Barbuda","2.1","Industries","Fishing","B","2015","100","EC dollar","1993","Western calendar year","31432000","",""
"Antigua and Barbuda","2.1","Industries","Mining and quarrying","C","2015","100","EC dollar","1993","Western calendar year","28249000","",""
"Antigua and Barbuda","2.1","Industries","Manufacturing","D","2015","100","EC dollar","1993","Western calendar year","92871000","",""
"Antigua and Barbuda","2.1","Industries","Electricity, gas and water supply","E","2015","100","EC dollar","1993","Western calendar year","151930000","",""
"Antigua and Barbuda","2.1","Industries","Construction","F","2015","100","EC dollar","1993","Western calendar year","316880000","",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","100","EC dollar","1993","Western calendar year","834427000","",""
"Antigua and Barbuda","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2015","100","EC dollar","1993","Western calendar year","449792000","",""
"Antigua and Barbuda","2.1","Industries","Hotels and restaurants","H","2015","100","EC dollar","1993","Western calendar year","384636000","",""
"Antigua and Barbuda","2.1","Industries","Transport, storage and communications","I","2015","100","EC dollar","1993","Western calendar year","349315000","",""
"Antigua and Barbuda","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2015","100","EC dollar","1993","Western calendar year","245253000","",""
"Antigua and Barbuda","2.1","Industries","Post and telecommunications","64","2015","100","EC dollar","1993","Western calendar year","104062000","",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","100","EC dollar","1993","Western calendar year","720414000","",""
"Antigua and Barbuda","2.1","Industries","Financial intermediation","J","2015","100","EC dollar","1993","Western calendar year","228894000","",""
"Antigua and Barbuda","2.1","Industries","Real estate, renting and business activities","K","2015","100","EC dollar","1993","Western calendar year","491520000","",""
"Antigua and Barbuda","2.1","Industries","Public administration and defence; compulsory social security","L","2015","100","EC dollar","1993","Western calendar year","300832000","",""
"Antigua and Barbuda","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","100","EC dollar","1993","Western calendar year","357645000","",""
"Antigua and Barbuda","2.1","Industries","Education","M","2015","100","EC dollar","1993","Western calendar year","183348000","",""
"Antigua and Barbuda","2.1","Industries","Health and social work","N","2015","100","EC dollar","1993","Western calendar year","99781000","",""
"Antigua and Barbuda","2.1","Industries","Other community, social and personal services","O","2015","100","EC dollar","1993","Western calendar year","74515000","",""
"Antigua and Barbuda","2.1","Industries","Private households with employed persons","P","2015","100","EC dollar","1993","Western calendar year","14989000","",""
"Antigua and Barbuda","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","100","EC dollar","1993","Western calendar year","3174350000","5","5"
"Antigua and Barbuda","2.1","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","100","EC dollar","1993","Western calendar year","54910000","",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","EC dollar","1993","Western calendar year","485890000","",""
"Antigua and Barbuda","2.1","Industries","Plus: Taxes on products","D.21","2015","100","EC dollar","1993","Western calendar year","511890000","",""
"Antigua and Barbuda","2.1","Industries","Less: Subsidies on products","D.31","2015","100","EC dollar","1993","Western calendar year","26000000","",""
"Antigua and Barbuda","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","EC dollar","1993","Western calendar year","3660240000","6","6"
"Argentina","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","1100","Argentine peso","2008","Western calendar year","307055423936.147","",""
"Argentina","2.1","Industries","Agriculture, hunting, forestry","A","2015","1100","Argentine peso","2008","Western calendar year","293166093607.226","",""
"Argentina","2.1","Industries","Agriculture, hunting and related service activities","01","2015","1100","Argentine peso","2008","Western calendar year","290675334454.344","",""
"Argentina","2.1","Industries","Forestry, logging and related service activities","02","2015","1100","Argentine peso","2008","Western calendar year","2490759152.88205","",""
"Argentina","2.1","Industries","Fishing","B","2015","1100","Argentine peso","2008","Western calendar year","13889330328.9212","",""
"Argentina","2.1","Industries","Mining and quarrying","C","2015","1100","Argentine peso","2008","Western calendar year","190012563281.775","",""
"Argentina","2.1","Industries","Manufacturing","D","2015","1100","Argentine peso","2008","Western calendar year","844444051053.391","",""
"Argentina","2.1","Industries","Electricity, gas and water supply","E","2015","1100","Argentine peso","2008","Western calendar year","71856979325.4857","",""
"Argentina","2.1","Industries","Construction","F","2015","1100","Argentine peso","2008","Western calendar year","272337656602.544","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","1100","Argentine peso","2008","Western calendar year","933109158179.506","",""
"Argentina","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2015","1100","Argentine peso","2008","Western calendar year","807862542410.407","",""
"Argentina","2.1","Industries","Hotels and restaurants","H","2015","1100","Argentine peso","2008","Western calendar year","125246615769.099","",""
"Argentina","2.1","Industries","Transport, storage and communications","I","2015","1100","Argentine peso","2008","Western calendar year","319593793932.82","",""
"Argentina","2.1","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2015","1100","Argentine peso","2008","Western calendar year","190666029691.469","",""
"Argentina","2.1","Industries","Post and telecommunications","64","2015","1100","Argentine peso","2008","Western calendar year","128927764241.351","",""
"Argentina","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","1100","Argentine peso","2008","Western calendar year","757330163228.557","",""
"Argentina","2.1","Industries","Financial intermediation","J","2015","1100","Argentine peso","2008","Western calendar year","197700293837.15","",""
"Argentina","2.1","Industries","Real estate, renting and business activities","K","2015","1100","Argentine peso","2008","Western calendar year","559629869391.407","",""
"Argentina","2.1","Industries","Public administration and defence; compulsory social security","L","2015","1100","Argentine peso","2008","Western calendar year","466789825681.355","",""
"Argentina","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","1100","Argentine peso","2008","Western calendar year","802141263834.36","",""
"Argentina","2.1","Industries","Education","M","2015","1100","Argentine peso","2008","Western calendar year","327783975434.962","",""
"Argentina","2.1","Industries","Health and social work","N","2015","1100","Argentine peso","2008","Western calendar year","300442108953.743","",""
"Argentina","2.1","Industries","Other community, social and personal services","O","2015","1100","Argentine peso","2008","Western calendar year","173915179445.655","",""
"Argentina","2.1","Industries","Private households with employed persons","P","2015","1100","Argentine peso","2008","Western calendar year","44540173530.2546","",""
"Argentina","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","1100","Argentine peso","2008","Western calendar year","5009211052586.2","",""
"Argentina","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","1100","Argentine peso","2008","Western calendar year","945299843106.145","",""
"Argentina","2.1","Industries","Plus: Taxes on products","D.21","2015","1100","Argentine peso","2008","Western calendar year","973883839647.264","",""
"Argentina","2.1","Industries","Less: Subsidies on products","D.31","2015","1100","Argentine peso","2008","Western calendar year","28583996541.119","",""
"Argentina","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","1100","Argentine peso","2008","Western calendar year","5954510895692.34","",""
"Argentina","2.1","","Memorandum Item: FISIM, if distributed to uses","P.119","2015","1100","Argentine peso","2008","Western calendar year","33655208942.1271","",""
"Bahrain","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","100","Bahrain dinar","1993","Western calendar year","36920600","7","7"
"Bahrain","2.1","Industries","Agriculture, hunting, forestry","A","2015","100","Bahrain dinar","1993","Western calendar year","26609100","7","7"
"Bahrain","2.1","Industries","Fishing","B","2015","100","Bahrain dinar","1993","Western calendar year","10311500","7","7"
"Bahrain","2.1","Industries","Mining and quarrying","C","2015","100","Bahrain dinar","1993","Western calendar year","1657370000","7","7"
"Bahrain","2.1","Industries","Manufacturing","D","2015","100","Bahrain dinar","1993","Western calendar year","2029700000","7","7"
"Bahrain","2.1","Industries","Electricity, gas and water supply","E","2015","100","Bahrain dinar","1993","Western calendar year","164802668.165049","7","7"
"Bahrain","2.1","Industries","Construction","F","2015","100","Bahrain dinar","1993","Western calendar year","864400000","7","7"
"Bahrain","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants","G+H","2015","100","Bahrain dinar","1993","Western calendar year","824935005.735471","7","7"
"Bahrain","2.1","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2015","100","Bahrain dinar","1993","Western calendar year","539780005.735471","7","7"
"Bahrain","2.1","Industries","Hotels and restaurants","H","2015","100","Bahrain dinar","1993","Western calendar year","285155000","7","7"
"Bahrain","2.1","Industries","Transport, storage and communications","I","2015","100","Bahrain dinar","1993","Western calendar year","879673000","7","7"
"Bahrain","2.1","Industries","Financial intermediation; real estate, renting and business activities","J+K","2015","100","Bahrain dinar","1993","Western calendar year","2678807848.07122","7","7"
"Bahrain","2.1","Industries","Financial intermediation","J","2015","100","Bahrain dinar","1993","Western calendar year","2011171848.07122","7","7"
"Bahrain","2.1","Industries","Real estate, renting and business activities","K","2015","100","Bahrain dinar","1993","Western calendar year","667636000","7","7"
"Bahrain","2.1","Industries","Public administration and defence; compulsory social security","L","2015","100","Bahrain dinar","1993","Western calendar year","1049231367.267","7","7"
"Bahrain","2.1","Industries","Education; health and social work; other community, social and personal services","M+N+O","2015","100","Bahrain dinar","1993","Western calendar year","1297003040.9354","7","7"
"Bahrain","2.1","Industries","Education","M","2015","100","Bahrain dinar","1993","Western calendar year","602436372.621306","7","7"
"Bahrain","2.1","Industries","Health and social work","N","2015","100","Bahrain dinar","1993","Western calendar year","401070668.314098","7","7"
"Bahrain","2.1","Industries","Other community, social and personal services","O","2015","100","Bahrain dinar","1993","Western calendar year","293496000","7,8","7,8"
"Bahrain","2.1","Industries","Private households with employed persons","P","2015","100","Bahrain dinar","1993","Western calendar year","111289400","7","7"
"Bahrain","2.1","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2015","100","Bahrain dinar","1993","Western calendar year","11594132930.1741","7","7"
"Bahrain","2.1","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","Bahrain dinar","1993","Western calendar year","109205000","9","9"
"Bahrain","2.1","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","Bahrain dinar","1993","Western calendar year","11703300000","",""
"Bangladesh","2.1","Industries","Agriculture, hunting, forestry; fishing","A+B","2015","100","taka","1993","Fiscal year ending 30 June","2240810000000","",""
"Bangladesh","2.1","Industries","Agriculture, hunting, forestry","A","2015","100","taka","1993","Fiscal year ending 30 June","1764997000000","",""
"Bangladesh","2.1","Industries","Agriculture, hunting and related service activities","01","2015","100","taka","1993","Fiscal year ending 30 June","1560055000000","",""
"Bangladesh","2.1","Industries","Forestry, logging and related service activities","02","2015","100","taka","1993","Fiscal year ending 30 June","204942000000","",""
"Bangladesh","2.1","Industries","Fishing","B","2015","100","taka","1993","Fiscal year ending 30 June","475813000000","",""
"Bangladesh","2.1","Industries","Mining and quarrying","C","2015","100","taka","1993","Fiscal year ending 30 June","238757000000","",""
"Bangladesh","2.1","Industries","Manufacturing","D","2015","100","taka","1993","Fiscal year ending 30 June","2544831000000","",""
