country,subitem,year,gross_output,value_added,subitem_code
SEN,Mining and quarrying (B),2016,799569088,440575712,B
SEN,Mining and quarrying (B),2017,1004831616,573839744,B
SEN,Mining and quarrying (B),2018,,,B
SEN,Services,2010,,,S
SEN,Services,2011,,,S
SEN,Services,2012,,,S
SEN,Services,2013,,,S
SEN,Services,2014,12549456896,7963743744,S
SEN,Services,2015,10611636224,6742969344,S
SEN,Services,2016,11510858752,7435482624,S
SEN,Services,2017,12340642816,8048306176,S
SEN,Services,2018,,,S
SLV,"Agriculture, forestry and fishing (A)",2010,2092899968,1287984896,A
SLV,"Agriculture, forestry and fishing (A)",2011,2438500096,1486835584,A
SLV,"Agriculture, forestry and fishing (A)",2012,2310200064,1393168512,A
SLV,"Agriculture, forestry and fishing (A)",2013,2117799936,1234419968,A
SLV,"Agriculture, forestry and fishing (A)",2014,2296399872,1325333248,A
SLV,"Agriculture, forestry and fishing (A)",2015,,,A
SLV,"Agriculture, forestry and fishing (A)",2016,,,A
SLV,"Agriculture, forestry and fishing (A)",2017,,,A
SLV,"Agriculture, forestry and fishing (A)",2018,,,A
SLV,Manufacturing (C),2010,8730999808,2977672704,C
SLV,Manufacturing (C),2011,9778100224,3295464448,C
SLV,Manufacturing (C),2012,10331799552,3458872320,C
SLV,Manufacturing (C),2013,10453499904,3500003328,C
SLV,Manufacturing (C),2014,10926399488,3587683584,C
SLV,Manufacturing (C),2015,,,C
SLV,Manufacturing (C),2016,,,C
SLV,Manufacturing (C),2017,,,C
SLV,Manufacturing (C),2018,,,C
SLV,Mining and quarrying (B),2010,70300000,44301696,B
SLV,Mining and quarrying (B),2011,84100000,54370272,B
SLV,Mining and quarrying (B),2012,80200000,52274096,B
SLV,Mining and quarrying (B),2013,86000000,56317884,B
SLV,Mining and quarrying (B),2014,88600000,58585616,B
SLV,Mining and quarrying (B),2015,,,B
SLV,Mining and quarrying (B),2016,,,B
SLV,Mining and quarrying (B),2017,,,B
SLV,Mining and quarrying (B),2018,,,B
SLV,Services,2010,13635699712,8619321344,S
SLV,Services,2011,14746200064,9278545920,S
SLV,Services,2012,15656900608,9833684992,S
SLV,Services,2013,16466899968,10274331648,S
SLV,Services,2014,16621100032,10417809408,S
SLV,Services,2015,,,S
SLV,Services,2016,,,S
SLV,Services,2017,,,S
SLV,Services,2018,,,S
SMR,"Agriculture, forestry and fishing (A)",2010,,,A
SMR,"Agriculture, forestry and fishing (A)",2011,,,A
SMR,"Agriculture, forestry and fishing (A)",2012,,,A
SMR,"Agriculture, forestry and fishing (A)",2013,,,A
SMR,"Agriculture, forestry and fishing (A)",2014,1501862.6,474970.69,A
SMR,"Agriculture, forestry and fishing (A)",2015,1076651.8,279283.78,A
SMR,"Agriculture, forestry and fishing (A)",2016,736678.44,196702.08,A
SMR,"Agriculture, forestry and fishing (A)",2017,1101911.4,308648.03,A
SMR,"Agriculture, forestry and fishing (A)",2018,,,A
SMR,Manufacturing (C),2010,,,C
SMR,Manufacturing (C),2011,,,C
SMR,Manufacturing (C),2012,,,C
SMR,Manufacturing (C),2013,,,C
SMR,Manufacturing (C),2014,1764679296,492410624,C
SMR,Manufacturing (C),2015,1554724096,395758624,C
SMR,Manufacturing (C),2016,1597332736,410894560,C
SMR,Manufacturing (C),2017,1687183104,426385120,C
SMR,Manufacturing (C),2018,,,C
SMR,Services,2010,,,S
SMR,Services,2011,,,S
SMR,Services,2012,,,S
SMR,Services,2013,,,S
SMR,Services,2014,1788929280,887113920,S
SMR,Services,2015,1471090944,711738944,S
SMR,Services,2016,1478026880,733010688,S
SMR,Services,2017,1552566656,761027072,S
SMR,Services,2018,,,S
SRB,"Agriculture, forestry and fishing (A)",2010,6770593280,3153626112,A
SRB,"Agriculture, forestry and fishing (A)",2011,8382565376,3994332928,A
SRB,"Agriculture, forestry and fishing (A)",2012,6553506816,3172845056,A
SRB,"Agriculture, forestry and fishing (A)",2013,8351196672,3588055552,A
SRB,"Agriculture, forestry and fishing (A)",2014,7908424704,3325360128,A
SRB,"Agriculture, forestry and fishing (A)",2015,6042979840,2657513216,A
SRB,"Agriculture, forestry and fishing (A)",2016,6515725312,2763720448,A
SRB,"Agriculture, forestry and fishing (A)",2017,6149187072,2656344576,A
SRB,"Agriculture, forestry and fishing (A)",2018,,,A
SRB,Manufacturing (C),2010,27805652992,6399799296,C
SRB,Manufacturing (C),2011,31818770432,7501171712,C
SRB,Manufacturing (C),2012,28181166080,6851894784,C
SRB,Manufacturing (C),2013,31291226112,7800584192,C
SRB,Manufacturing (C),2014,27809318912,7042226688,C
SRB,Manufacturing (C),2015,23455387648,5830937088,C
SRB,Manufacturing (C),2016,24109467648,5988624384,C
SRB,Manufacturing (C),2017,26679091200,6657779712,C
SRB,Manufacturing (C),2018,,,C
SRB,Mining and quarrying (B),2010,1679489152,886391744,B
SRB,Mining and quarrying (B),2011,2407183616,1284265472,B
SRB,Mining and quarrying (B),2012,2206317056,1187460480,B
SRB,Mining and quarrying (B),2013,2369897216,1318207872,B
SRB,Mining and quarrying (B),2014,1911278208,1080244992,B
SRB,Mining and quarrying (B),2015,1489294080,849559744,B
SRB,Mining and quarrying (B),2016,1371101056,792300096,B
SRB,Mining and quarrying (B),2017,1626406400,939107072,B
SRB,Mining and quarrying (B),2018,,,B
SRB,Services,2010,57407320064,33399275520,S
SRB,Services,2011,65648406528,38183997440,S
SRB,Services,2012,58396082176,33631469568,S
SRB,Services,2013,33564940288,18956699648,S
SRB,Services,2014,33440305152,19051292672,S
SRB,Services,2015,27903293440,15687905280,S
SRB,Services,2016,28740276224,15864081408,S
SRB,Services,2017,31874527232,17331038208,S
SRB,Services,2018,,,S
SSD,"Agriculture, forestry and fishing (A)",2010,5662000128,4813000192,A
SSD,"Agriculture, forestry and fishing (A)",2011,,,A
SSD,"Agriculture, forestry and fishing (A)",2012,,,A
SSD,"Agriculture, forestry and fishing (A)",2013,,,A
SSD,"Agriculture, forestry and fishing (A)",2014,,,A
SSD,"Agriculture, forestry and fishing (A)",2015,,,A
SSD,"Agriculture, forestry and fishing (A)",2016,,,A
SSD,"Agriculture, forestry and fishing (A)",2017,,,A
SSD,"Agriculture, forestry and fishing (A)",2018,,,A
SSD,Mining and quarrying (B),2010,21685999616,20000000000,B
SSD,Mining and quarrying (B),2011,11567941632,10926244864,B
SSD,Mining and quarrying (B),2012,,,B
SSD,Mining and quarrying (B),2013,,,B
SSD,Mining and quarrying (B),2014,,,B
SSD,Mining and quarrying (B),2015,,,B
SSD,Mining and quarrying (B),2016,,,B
SSD,Mining and quarrying (B),2017,,,B
SSD,Mining and quarrying (B),2018,,,B
SVK,"Agriculture, forestry and fishing (A)",2010,3872379904,1726509056,A
SVK,"Agriculture, forestry and fishing (A)",2011,4424779776,2160391936,A
SVK,"Agriculture, forestry and fishing (A)",2012,4783478784,2351244032,A
SVK,"Agriculture, forestry and fishing (A)",2013,5221436928,2684847104,A
SVK,"Agriculture, forestry and fishing (A)",2014,5645867008,3071606016,A
SVK,"Agriculture, forestry and fishing (A)",2015,5458750976,2672285952,A
SVK,"Agriculture, forestry and fishing (A)",2016,5551960064,2697476096,A
SVK,"Agriculture, forestry and fishing (A)",2017,,,A
SVK,"Agriculture, forestry and fishing (A)",2018,,,A
SVK,Manufacturing (C),2010,54007873536,12769787904,C
SVK,Manufacturing (C),2011,61970763776,13474349056,C
SVK,Manufacturing (C),2012,65647087616,14136469504,C
SVK,Manufacturing (C),2013,66010304512,14376562688,C
SVK,Manufacturing (C),2014,68670873600,14952579072,C
SVK,Manufacturing (C),2015,72068349952,15584152576,C
SVK,Manufacturing (C),2016,73933684736,16592377856,C
SVK,Manufacturing (C),2017,,,C
SVK,Manufacturing (C),2018,,,C
SVK,Mining and quarrying (B),2010,508612000,320884992,B
SVK,Mining and quarrying (B),2011,534488000,344225984,B
SVK,Mining and quarrying (B),2012,522896000,335180000,B
SVK,Mining and quarrying (B),2013,545939008,339791008,B
SVK,Mining and quarrying (B),2014,546934976,326020992,B
SVK,Mining and quarrying (B),2015,586444992,354841984,B
SVK,Mining and quarrying (B),2016,524780000,318616000,B
SVK,Mining and quarrying (B),2017,,,B
SVK,Mining and quarrying (B),2018,,,B
SVK,Services,2010,50843357184,37624025088,S
SVK,Services,2011,52394070016,39433170944,S
SVK,Services,2012,54863605760,41277214720,S
SVK,Services,2013,57147740160,43683999744,S
SVK,Services,2014,60613779456,33018494976,S
SVK,Services,2015,65818324992,35089956864,S
SVK,Services,2016,70188728320,36582006784,S
SVK,Services,2017,,,S
SVK,Services,2018,,,S
SVN,"Agriculture, forestry and fishing (A)",2010,1583246208,769887552,A
SVN,"Agriculture, forestry and fishing (A)",2011,1750648448,876867584,A
SVN,"Agriculture, forestry and fishing (A)",2012,1725086208,827021568,A
SVN,"Agriculture, forestry and fishing (A)",2013,1561823744,651646272,A
SVN,"Agriculture, forestry and fishing (A)",2014,1678302464,758469888,A
SVN,"Agriculture, forestry and fishing (A)",2015,1730096256,796321984,A
SVN,"Agriculture, forestry and fishing (A)",2016,1698141824,785115008,A
SVN,"Agriculture, forestry and fishing (A)",2017,1696207104,735963328,A
SVN,"Agriculture, forestry and fishing (A)",2018,,,A
SVN,Manufacturing (C),2010,21846239232,6367300096,C
SVN,Manufacturing (C),2011,23289079808,6729960960,C
SVN,Manufacturing (C),2012,22836193280,6761710080,C
SVN,Manufacturing (C),2013,21887498240,6952783872,C
SVN,Manufacturing (C),2014,22920513536,7435074048,C
SVN,Manufacturing (C),2015,23741693952,7754703872,C
SVN,Manufacturing (C),2016,24540547072,8149771776,C
SVN,Manufacturing (C),2017,27395360768,8862160896,C
SVN,Manufacturing (C),2018,,,C
SVN,Mining and quarrying (B),2010,294611712,139171904,B
SVN,Mining and quarrying (B),2011,295379296,146304704,B
SVN,Mining and quarrying (B),2012,285828000,144143392,B
SVN,Mining and quarrying (B),2013,273711808,126153800,B
SVN,Mining and quarrying (B),2014,277706208,127492800,B
SVN,Mining and quarrying (B),2015,284020000,125674304,B
SVN,Mining and quarrying (B),2016,281633408,131408200,B
SVN,Mining and quarrying (B),2017,305497600,139190400,B
SVN,Mining and quarrying (B),2018,,,B
SVN,Services,2010,60053823488,34488143872,S
SVN,Services,2011,60637741056,34678251520,S
SVN,Services,2012,58771210240,33591009280,S
SVN,Services,2013,29506463744,16870871040,S
SVN,Services,2014,30390353920,17244313600,S
SVN,Services,2015,31350353920,17904750592,S
SVN,Services,2016,33123876864,18718775296,S
SVN,Services,2017,35352764416,19925475328,S
SVN,Services,2018,,,S
SWE,"Agriculture, forestry and fishing (A)",2010,13014316032,6974794240,A
SWE,"Agriculture, forestry and fishing (A)",2011,15227433984,8092500480,A
SWE,"Agriculture, forestry and fishing (A)",2012,14099893248,7141533184,A
SWE,"Agriculture, forestry and fishing (A)",2013,14460762112,7097052672,A
SWE,"Agriculture, forestry and fishing (A)",2014,13987028992,6821959680,A
SWE,"Agriculture, forestry and fishing (A)",2015,11729326080,5987427328,A
SWE,"Agriculture, forestry and fishing (A)",2016,11529676800,5739085312,A
SWE,"Agriculture, forestry and fishing (A)",2017,,5717253120,A
SWE,"Agriculture, forestry and fishing (A)",2018,,,A
SWE,Manufacturing (C),2010,242099634176,79878610944,C
SWE,Manufacturing (C),2011,282421166080,90724892672,C
SWE,Manufacturing (C),2012,259347873792,82639806464,C
SWE,Manufacturing (C),2013,259275603968,86037217280,C
SWE,Manufacturing (C),2014,252526493696,83958759424,C
SWE,Manufacturing (C),2015,203025170432,68198793216,C
SWE,Manufacturing (C),2016,203373936640,68402540544,C
SWE,Manufacturing (C),2017,,72741388288,C
SWE,Manufacturing (C),2018,,,C
SWE,Mining and quarrying (B),2010,6386381312,3910774272,B
SWE,Mining and quarrying (B),2011,7688714752,4302427648,B
SWE,Mining and quarrying (B),2012,6706552832,3465231872,B
SWE,Mining and quarrying (B),2013,6258240000,2832066304,B
SWE,Mining and quarrying (B),2014,5688416256,2510937088,B
SWE,Mining and quarrying (B),2015,4166409216,1860853120,B
SWE,Mining and quarrying (B),2016,4542167552,1888579328,B
SWE,Mining and quarrying (B),2017,,2454947072,B
SWE,Mining and quarrying (B),2018,,,B
SWE,Services,2010,463242002432,251246460928,S
SWE,Services,2011,541697638400,294596804608,S
SWE,Services,2012,535371153408,292328767488,S
SWE,Services,2013,571478507520,316879306752,S
SWE,Services,2014,565038940160,315442167808,S
SWE,Services,2015,499969458176,279377772544,S
SWE,Services,2016,512277774336,286943412224,S
SWE,Services,2017,,297713729536,S
SWE,Services,2018,,,S
SYC,"Agriculture, forestry and fishing (A)",2010,,21926196,A
SYC,"Agriculture, forestry and fishing (A)",2011,,23090966,A
SYC,"Agriculture, forestry and fishing (A)",2012,,21664720,A
SYC,"Agriculture, forestry and fishing (A)",2013,,35424652,A
SYC,"Agriculture, forestry and fishing (A)",2014,,31824896,A
SYC,"Agriculture, forestry and fishing (A)",2015,,28183192,A
SYC,"Agriculture, forestry and fishing (A)",2016,,28689168,A
SYC,"Agriculture, forestry and fishing (A)",2017,,28670490,A
SYC,"Agriculture, forestry and fishing (A)",2018,,32252190,A
SYC,Manufacturing (C),2010,,77910088,C
SYC,Manufacturing (C),2011,,78383048,C
SYC,Manufacturing (C),2012,,89283088,C
SYC,Manufacturing (C),2013,,95826368,C
SYC,Manufacturing (C),2014,,87310696,C
SYC,Manufacturing (C),2015,,82430392,C
SYC,Manufacturing (C),2016,,82093720,C
SYC,Manufacturing (C),2017,,90417648,C
SYC,Manufacturing (C),2018,,102216960,C
SYC,Services,2010,,592721216,S
SYC,Services,2011,,612517376,S
SYC,Services,2012,,648952576,S
SYC,Services,2013,,834644096,S
SYC,Services,2014,,841699840,S
SYC,Services,2015,,876632832,S
SYC,Services,2016,,912199872,S
SYC,Services,2017,,942214528,S
SYC,Services,2018,,1021049024,S
TTO,"Agriculture, forestry and fishing (A)",2010,,,A
TTO,"Agriculture, forestry and fishing (A)",2011,,,A
TTO,"Agriculture, forestry and fishing (A)",2012,216210880,93310584,A
TTO,"Agriculture, forestry and fishing (A)",2013,223463104,98832320,A
TTO,"Agriculture, forestry and fishing (A)",2014,231347808,94908880,A
TTO,"Agriculture, forestry and fishing (A)",2015,226222368,109010792,A
TTO,"Agriculture, forestry and fishing (A)",2016,241479680,110891240,A
TTO,"Agriculture, forestry and fishing (A)",2017,239035920,105513296,A
TTO,"Agriculture, forestry and fishing (A)",2018,,,A
TTO,Manufacturing (C),2010,,,C
TTO,Manufacturing (C),2011,,,C
TTO,Manufacturing (C),2012,19693017088,4963479552,C
TTO,Manufacturing (C),2013,17442088960,4159575040,C
TTO,Manufacturing (C),2014,17526484992,4447882240,C
TTO,Manufacturing (C),2015,14126243840,3546939392,C
TTO,Manufacturing (C),2016,11900569600,3802567936,C
TTO,Manufacturing (C),2017,13333441536,3967756032,C
TTO,Manufacturing (C),2018,,,C
TTO,Mining and quarrying (B),2010,,,B
TTO,Mining and quarrying (B),2011,,,B
TTO,Mining and quarrying (B),2012,8362771968,5531695104,B
TTO,Mining and quarrying (B),2013,9393385472,6085745152,B
TTO,Mining and quarrying (B),2014,8342785024,5909196288,B
TTO,Mining and quarrying (B),2015,5111281152,3290551296,B
TTO,Mining and quarrying (B),2016,3120978176,2007642368,B
TTO,Mining and quarrying (B),2017,3639945472,2367879936,B
TTO,Mining and quarrying (B),2018,,,B
TTO,Services,2010,,,S
TTO,Services,2011,,,S
TTO,Services,2012,11735465984,7342618624,S
TTO,Services,2013,12650387456,7791555072,S
TTO,Services,2014,13351695360,7916453376,S
TTO,Services,2015,13951441920,8728293376,S
TTO,Services,2016,13522824192,8597971968,S
TTO,Services,2017,13874833408,8836097024,S
TTO,Services,2018,,,S
TUR,"Agriculture, forestry and fishing (A)",2010,,69670117376,A
TUR,"Agriculture, forestry and fishing (A)",2011,,68561960960,A
TUR,"Agriculture, forestry and fishing (A)",2012,108682928128,67757699072,A
TUR,"Agriculture, forestry and fishing (A)",2013,,63930613760,A
TUR,"Agriculture, forestry and fishing (A)",2014,,61559119872,A
TUR,"Agriculture, forestry and fishing (A)",2015,,59355664384,A
TUR,"Agriculture, forestry and fishing (A)",2016,,53409742848,A
TUR,"Agriculture, forestry and fishing (A)",2017,,51807375360,A
TUR,"Agriculture, forestry and fishing (A)",2018,,,A
TUR,Manufacturing (C),2010,,116563116032,C
TUR,Manufacturing (C),2011,,137208365056,C
TUR,Manufacturing (C),2012,493623607296,138781065216,C
TUR,Manufacturing (C),2013,,154369753088,C
TUR,Manufacturing (C),2014,,156864610304,C
TUR,Manufacturing (C),2015,,143674687488,C
TUR,Manufacturing (C),2016,,143364341760,C
TUR,Manufacturing (C),2017,,149495791616,C
TUR,Manufacturing (C),2018,,,C
TUR,Mining and quarrying (B),2010,,8379821056,B
TUR,Mining and quarrying (B),2011,,9345870848,B
TUR,Mining and quarrying (B),2012,16502970368,9530876928,B
TUR,Mining and quarrying (B),2013,,10200815616,B
TUR,Mining and quarrying (B),2014,,8868836352,B
TUR,Mining and quarrying (B),2015,,7079051264,B
TUR,Mining and quarrying (B),2016,,7075571712,B
TUR,Mining and quarrying (B),2017,,7419721728,B
TUR,Mining and quarrying (B),2018,,,B
TUR,Services,2010,,333322256384,S
TUR,Services,2011,,342658023424,S
TUR,Services,2012,606846582784,371017678848,S
TUR,Services,2013,,399045361664,S
TUR,Services,2014,,393822928896,S
TUR,Services,2015,,359225622528,S
TUR,Services,2016,,365890338816,S
TUR,Services,2017,,353103937536,S
TUR,Services,2018,,,S
UGA,"Agriculture, forestry and fishing (A)",2010,6051550720,4799964672,A
UGA,"Agriculture, forestry and fishing (A)",2011,7153593344,5619267584,A
UGA,"Agriculture, forestry and fishing (A)",2012,8124850688,6417606656,A
UGA,"Agriculture, forestry and fishing (A)",2013,8163896832,6441094144,A
UGA,"Agriculture, forestry and fishing (A)",2014,8863568896,6950297088,A
UGA,"Agriculture, forestry and fishing (A)",2015,7594567168,5962142208,A
UGA,"Agriculture, forestry and fishing (A)",2016,7583174656,5943189504,A
UGA,"Agriculture, forestry and fishing (A)",2017,8461115904,6765961216,A
UGA,"Agriculture, forestry and fishing (A)",2018,8095122432,6525707264,A
UGA,Manufacturing (C),2010,5206245888,1859078272,C
UGA,Manufacturing (C),2011,6090053632,2307854592,C
UGA,Manufacturing (C),2012,6777789440,2332898048,C
UGA,Manufacturing (C),2013,6782198784,2337235456,C
UGA,Manufacturing (C),2014,6890292224,2318623488,C
UGA,Manufacturing (C),2015,6342934016,2264585984,C
UGA,Manufacturing (C),2016,6451101696,2203381248,C
UGA,Manufacturing (C),2017,6431559680,1947484672,C
UGA,Manufacturing (C),2018,6396448256,2121108480,C
UGA,Mining and quarrying (B),2010,355280608,183951504,B
UGA,Mining and quarrying (B),2011,396832576,170583744,B
UGA,Mining and quarrying (B),2012,502415008,231566144,B
UGA,Mining and quarrying (B),2013,475555648,206700352,B
UGA,Mining and quarrying (B),2014,509368448,197705728,B
UGA,Mining and quarrying (B),2015,450126368,164776128,B
UGA,Mining and quarrying (B),2016,443104288,182256192,B
UGA,Mining and quarrying (B),2017,429460192,146941712,B
UGA,Mining and quarrying (B),2018,516264352,98186632,B
UGA,Services,2010,11724248064,7002689024,S
UGA,Services,2011,11256173568,6510443520,S
UGA,Services,2012,12722584576,7776924672,S
UGA,Services,2013,13800150016,8496686592,S
UGA,Services,2014,15315531776,9516935168,S
UGA,Services,2015,13810655232,8516591616,S
UGA,Services,2016,14244009984,8793296896,S
UGA,Services,2017,15514632192,9420359680,S
UGA,Services,2018,17601947648,10652363776,S
UKR,"Agriculture, forestry and fishing (A)",2010,23863609344,10129618944,A
UKR,"Agriculture, forestry and fishing (A)",2011,31814623232,13373600768,A
UKR,"Agriculture, forestry and fishing (A)",2012,32750098432,13738530816,A
UKR,"Agriculture, forestry and fishing (A)",2013,38408355840,16106343424,A
UKR,"Agriculture, forestry and fishing (A)",2014,32071835648,13556794368,A
UKR,"Agriculture, forestry and fishing (A)",2015,25580027904,10977766400,A
UKR,"Agriculture, forestry and fishing (A)",2016,25656938496,10946629632,A
UKR,"Agriculture, forestry and fishing (A)",2017,27347548160,11428111360,A
UKR,"Agriculture, forestry and fishing (A)",2018,,13262884864,A
UKR,Manufacturing (C),2010,99842867200,17982167040,C
UKR,Manufacturing (C),2011,119077445632,19413088256,C
UKR,Manufacturing (C),2012,119224442880,21763403776,C
UKR,Manufacturing (C),2013,110524956672,20649943040,C
UKR,Manufacturing (C),2014,82081513472,16325023744,C
UKR,Manufacturing (C),2015,55210057728,10835215360,C
UKR,Manufacturing (C),2016,57092362240,11407270912,C
UKR,Manufacturing (C),2017,67869446144,13530560512,C
UKR,Manufacturing (C),2018,,15068182528,C
UKR,Mining and quarrying (B),2010,14960357376,7993810944,B
UKR,Mining and quarrying (B),2011,19579512832,10652190720,B
UKR,Mining and quarrying (B),2012,18957006848,10218958848,B
UKR,Mining and quarrying (B),2013,19261478912,10166269952,B
UKR,Mining and quarrying (B),2014,13140108288,6656201216,B
UKR,Mining and quarrying (B),2015,8523532800,4355336192,B
UKR,Mining and quarrying (B),2016,9931770880,5152372736,B
UKR,Mining and quarrying (B),2017,12939883520,6661376000,B
UKR,Mining and quarrying (B),2018,,7840225792,B
UKR,Services,2010,94333165568,55388983296,S
UKR,Services,2011,107247353856,62279274496,S
UKR,Services,2012,119537541120,69799387136,S
UKR,Services,2013,127684345856,76418613248,S
UKR,Services,2014,89472909312,52641701888,S
UKR,Services,2015,59355545600,34032146432,S
UKR,Services,2016,59938357248,34139625472,S
UKR,Services,2017,71383580672,41659633664,S
UKR,Services,2018,,49843105792,S
USA,"Agriculture, forestry and fishing (A)",2010,378835697664,156289351680,A
USA,"Agriculture, forestry and fishing (A)",2011,440613306368,189073555456,A
USA,"Agriculture, forestry and fishing (A)",2012,460757762048,187695611904,A
USA,"Agriculture, forestry and fishing (A)",2013,496677912576,223828262912,A
USA,"Agriculture, forestry and fishing (A)",2014,508325888000,208273227776,A
USA,"Agriculture, forestry and fishing (A)",2015,464437805056,189947281408,A
USA,"Agriculture, forestry and fishing (A)",2016,439225253888,175923167232,A
USA,"Agriculture, forestry and fishing (A)",2017,445148102656,178579603456,A
USA,"Agriculture, forestry and fishing (A)",2018,,,A
USA,Manufacturing (C),2010,5021899423744,1788954411008,C
USA,Manufacturing (C),2011,5596954755072,1857682014208,C
USA,Manufacturing (C),2012,5777824153600,1919702794240,C
USA,Manufacturing (C),2013,5943377002496,1981753589760,C
USA,Manufacturing (C),2014,6046336679936,2039368646656,C
USA,Manufacturing (C),2015,5723023998976,2116235952128,C
USA,Manufacturing (C),2016,5584236576768,2080660520960,C
USA,Manufacturing (C),2017,5900762349568,2173319512064,C
USA,Manufacturing (C),2018,,,C
USA,Mining and quarrying (B),2010,486741803008,293283102720,B
USA,Mining and quarrying (B),2011,583825162240,338954354688,B
USA,Mining and quarrying (B),2012,595064193024,340813250560,B
USA,Mining and quarrying (B),2013,643694657536,367325184000,B
USA,Mining and quarrying (B),2014,725614067712,394831364096,B
USA,Mining and quarrying (B),2015,482134458368,247112400896,B
USA,Mining and quarrying (B),2016,373411577856,207615868928,B
USA,Mining and quarrying (B),2017,477974659072,258647425024,B
USA,Mining and quarrying (B),2018,,,B
USA,Services,2010,16007479427072,9927098630144,S
USA,Services,2011,16632798773248,10247448035328,S
USA,Services,2012,17369135054848,10703541895168,S
USA,Services,2013,17936488071168,11022422245376,S
USA,Services,2014,18820974510080,11527358775296,S
USA,Services,2015,19597864468480,12139495424000,S
USA,Services,2016,20426000433152,12630800465920,S
USA,Services,2017,21396182794240,13136860020736,S
USA,Services,2018,,,S
UZB,"Agriculture, forestry and fishing (A)",2010,,,A
UZB,"Agriculture, forestry and fishing (A)",2011,,,A
UZB,"Agriculture, forestry and fishing (A)",2012,,,A
UZB,"Agriculture, forestry and fishing (A)",2013,,,A
UZB,"Agriculture, forestry and fishing (A)",2014,36825440256,23199657984,A
UZB,"Agriculture, forestry and fishing (A)",2015,40226824192,25187166208,A
UZB,"Agriculture, forestry and fishing (A)",2016,40376545280,25218410496,A
UZB,"Agriculture, forestry and fishing (A)",2017,30186362880,17791555584,A
UZB,"Agriculture, forestry and fishing (A)",2018,24727035904,14537975808,A
UZB,Manufacturing (C),2010,,,C
UZB,Manufacturing (C),2011,,,C
UZB,Manufacturing (C),2012,,,C
UZB,Manufacturing (C),2013,,,C
UZB,Manufacturing (C),2014,30100064256,10257950720,C
UZB,Manufacturing (C),2015,31337857024,11041283072,C
UZB,Manufacturing (C),2016,31683039232,11761340416,C
UZB,Manufacturing (C),2017,24344662016,8577022976,C
UZB,Manufacturing (C),2018,23389865984,8250839552,C
UZB,Mining and quarrying (B),2010,,,B
UZB,Mining and quarrying (B),2011,,,B
UZB,Mining and quarrying (B),2012,,,B
UZB,Mining and quarrying (B),2013,,,B
UZB,Mining and quarrying (B),2014,3562087424,2346135296,B
UZB,Mining and quarrying (B),2015,3702827776,2511351040,B
UZB,Mining and quarrying (B),2016,3092465152,2009956096,B
UZB,Mining and quarrying (B),2017,3043633152,2040273024,B
UZB,Mining and quarrying (B),2018,3952805120,2674945792,B
UZB,Services,2010,,,S
UZB,Services,2011,,,S
UZB,Services,2012,,,S
UZB,Services,2013,,,S
UZB,Services,2014,35339022336,22987190272,S
UZB,Services,2015,37904551936,24536983552,S
UZB,Services,2016,37385904128,24345671680,S
UZB,Services,2017,25913716736,16896099328,S
UZB,Services,2018,21686874112,13964383232,S
VGB,"Agriculture, forestry and fishing (A)",2010,4386333,1554131.3,A
VGB,"Agriculture, forestry and fishing (A)",2011,4591810.5,1626934.4,A
VGB,"Agriculture, forestry and fishing (A)",2012,4704949.5,1667021,A
VGB,"Agriculture, forestry and fishing (A)",2013,4743880,1680814.5,A
VGB,"Agriculture, forestry and fishing (A)",2014,4891928,1736686,A
VGB,"Agriculture, forestry and fishing (A)",2015,4848749,1730352.6,A
VGB,"Agriculture, forestry and fishing (A)",2016,5278816,1898338.1,A
VGB,"Agriculture, forestry and fishing (A)",2017,,,A
VGB,"Agriculture, forestry and fishing (A)",2018,,,A
VGB,Manufacturing (C),2010,42603624,22272158,C
VGB,Manufacturing (C),2011,41527860,19826762,C
VGB,Manufacturing (C),2012,40616108,21912910,C
VGB,Manufacturing (C),2013,44673544,21524470,C
VGB,Manufacturing (C),2014,50059980,26176578,C
VGB,Manufacturing (C),2015,55219240,27457008,C
VGB,Manufacturing (C),2016,61286788,29490240,C
VGB,Manufacturing (C),2017,,,C
VGB,Manufacturing (C),2018,,,C
VGB,Mining and quarrying (B),2010,1174860.9,841493.56,B
VGB,Mining and quarrying (B),2011,1104550.4,816395.75,B
VGB,Mining and quarrying (B),2012,1000330.4,766306.13,B
VGB,Mining and quarrying (B),2013,676072.81,360874.81,B
VGB,Mining and quarrying (B),2014,1119732.5,789140.19,B
VGB,Mining and quarrying (B),2015,1378132.4,765383.81,B
VGB,Mining and quarrying (B),2016,2074921.1,1527102.9,B
VGB,Mining and quarrying (B),2017,,,B
VGB,Mining and quarrying (B),2018,,,B
VGB,Services,2010,1514994304,832062848,S
VGB,Services,2011,1531773696,827931520,S
VGB,Services,2012,1561222528,882865920,S
VGB,Services,2013,1620452864,890121408,S
VGB,Services,2014,1670829696,951947200,S
VGB,Services,2015,1720072064,1007226304,S
VGB,Services,2016,1823443968,1097141632,S
VGB,Services,2017,,,S
VGB,Services,2018,,,S
ZMB,"Agriculture, forestry and fishing (A)",2010,3264134656,1909192960,A
ZMB,"Agriculture, forestry and fishing (A)",2011,3272165120,2263393792,A
ZMB,"Agriculture, forestry and fishing (A)",2012,3273105408,2377326592,A
ZMB,"Agriculture, forestry and fishing (A)",2013,3296529408,2307183360,A
ZMB,"Agriculture, forestry and fishing (A)",2014,2852116992,1840705280,A
