country,subitem,year,gross_output,value_added,subitem_code
ZMB,"Agriculture, forestry and fishing (A)",2015,1867009792,1058101440,A
ZMB,"Agriculture, forestry and fishing (A)",2016,2246700800,1305103616,A
ZMB,"Agriculture, forestry and fishing (A)",2017,1843706240,1041004928,A
ZMB,"Agriculture, forestry and fishing (A)",2018,,,A
ZMB,Manufacturing (C),2010,4567440896,1535769856,C
ZMB,Manufacturing (C),2011,4509893120,1763267200,C
ZMB,Manufacturing (C),2012,4900382720,1804565632,C
ZMB,Manufacturing (C),2013,5201847808,1689403008,C
ZMB,Manufacturing (C),2014,5824545792,1851661056,C
ZMB,Manufacturing (C),2015,4660243456,1597997952,C
ZMB,Manufacturing (C),2016,4046828032,1610537856,C
ZMB,Manufacturing (C),2017,5107927552,2102367104,C
ZMB,Manufacturing (C),2018,,,C
ZMB,Mining and quarrying (B),2010,4564887552,2590854912,B
ZMB,Mining and quarrying (B),2011,7491279872,3603409920,B
ZMB,Mining and quarrying (B),2012,8100663808,3702363392,B
ZMB,Mining and quarrying (B),2013,8562902528,4792652800,B
ZMB,Mining and quarrying (B),2014,7910665216,3973724160,B
ZMB,Mining and quarrying (B),2015,6112110592,2692680192,B
ZMB,Mining and quarrying (B),2016,6268534784,2762920704,B
ZMB,Mining and quarrying (B),2017,8061880832,4097409280,B
ZMB,Mining and quarrying (B),2018,,,B
ZMB,Services,2010,10837464064,7033671680,S
ZMB,Services,2011,10553057280,7188746752,S
ZMB,Services,2012,11749144576,8547198976,S
ZMB,Services,2013,12458220544,8762608640,S
ZMB,Services,2014,13839673344,8610407424,S
ZMB,Services,2015,11681627136,7209668096,S
ZMB,Services,2016,11602585600,6980481536,S
ZMB,Services,2017,14329084928,8561630208,S
ZMB,Services,2018,,,S
